transaction_id,customer_id,account_id,date,amount,transaction_type,category,merchant,payment_method,location
T00001394,C100007,A200010,2026-07-23,36.62,Debit,Entertainment,BookMyShow,NEFT,Delhi
T00001395,C100007,A200010,2026-04-27,138.49,Debit,Transfer,P2P Transfer,Debit Card,Delhi
T00001396,C100007,A200010,2026-02-05,1379.13,Debit,Transfer,P2P Transfer,Cash,Delhi
T00001397,C100007,A200010,2026-06-07,8416.3,Debit,Bills,Water Dept,NEFT,Delhi
T00001398,C100007,A200010,2026-06-23,1204.2,Debit,Healthcare,Apollo Pharmacy,NEFT,Delhi
T00001399,C100007,A200010,2026-06-20,1362.73,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001400,C100007,A200010,2026-06-12,425.16,Debit,Travel,IRCTC,Debit Card,Delhi
T00001401,C100007,A200010,2026-03-21,5945.83,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001402,C100007,A200010,2026-06-14,4497.89,Debit,Travel,Uber,Net Banking,Delhi
T00001403,C100007,A200010,2026-04-19,676.79,Debit,Travel,Ola,NEFT,Delhi
T00001404,C100007,A200010,2026-06-18,9940.48,Debit,Investment,Zerodha,UPI,Delhi
T00001405,C100007,A200010,2026-02-17,20.0,Debit,ATM,ATM Withdrawal,UPI,Delhi
T00001406,C100007,A200010,2026-06-22,1641.4,Debit,Shopping,Flipkart,Cash,Delhi
T00001407,C100007,A200010,2026-06-22,1877.84,Debit,ATM,ATM Withdrawal,UPI,Delhi
T00001408,C100007,A200010,2026-07-10,3375.73,Debit,Shopping,Flipkart,Credit Card,Delhi
T00001409,C100007,A200010,2026-03-06,579.05,Debit,Transfer,P2P Transfer,Debit Card,Delhi
T00001410,C100007,A200010,2026-06-17,700.71,Debit,Bills,Electricity Board,Cash,Delhi
T00001411,C100007,A200010,2026-03-18,159.28,Debit,Bills,Airtel,Net Banking,Delhi
T00001412,C100007,A200010,2026-03-24,372.26,Debit,Transfer,P2P Transfer,Net Banking,Delhi
T00001413,C100007,A200010,2026-02-23,3576.55,Debit,Rent,Landlord Transfer,Cash,Delhi
T00001414,C100007,A200010,2026-02-15,1342.23,Debit,Healthcare,Local Clinic,Debit Card,Delhi
T00001415,C100007,A200010,2026-05-24,4505.82,Debit,Shopping,Myntra,NEFT,Delhi
T00001416,C100007,A200010,2026-08-01,799.17,Debit,Transfer,P2P Transfer,Debit Card,Delhi
T00001417,C100007,A200010,2026-07-08,4220.41,Debit,Bills,Airtel,Cash,Delhi
T00001418,C100007,A200010,2026-05-30,6455.67,Debit,ATM,ATM Withdrawal,Debit Card,Delhi
T00001419,C100007,A200010,2026-03-06,3425.48,Debit,ATM,ATM Withdrawal,Cash,Delhi
T00001420,C100007,A200010,2026-03-12,2318.14,Debit,ATM,ATM Withdrawal,UPI,Delhi
T00001421,C100007,A200010,2026-07-24,376.79,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001422,C100007,A200010,2026-03-22,7265.27,Debit,Rent,Landlord Transfer,Cash,Delhi
T00001423,C100007,A200010,2026-02-20,3692.99,Debit,Investment,Groww,Cash,Delhi
T00001424,C100007,A200010,2026-03-20,164.32,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001425,C100007,A200010,2026-04-27,2274.26,Debit,Bills,Electricity Board,Cash,Delhi
T00001426,C100007,A200010,2026-02-17,669.8,Debit,Travel,MakeMyTrip,UPI,Delhi
T00001427,C100007,A200010,2026-03-19,2368.18,Debit,Healthcare,Apollo Pharmacy,Net Banking,Delhi
T00001428,C100007,A200010,2026-05-07,20.0,Debit,ATM,ATM Withdrawal,NEFT,Delhi
T00001429,C100007,A200010,2026-05-28,1239.1,Debit,Rent,Landlord Transfer,NEFT,Delhi
T00001430,C100007,A200010,2026-04-12,809.15,Debit,Shopping,Myntra,UPI,Delhi
T00001431,C100007,A200010,2026-05-07,1363.01,Debit,Travel,Uber,Cash,Delhi
T00001432,C100007,A200010,2026-07-18,3042.95,Debit,ATM,ATM Withdrawal,Net Banking,Delhi
T00001433,C100007,A200010,2026-06-09,20.0,Debit,Healthcare,Local Clinic,NEFT,Delhi
T00001434,C100007,A200010,2026-03-19,2235.34,Debit,ATM,ATM Withdrawal,Net Banking,Delhi
T00001435,C100007,A200010,2026-06-17,6495.34,Debit,Transfer,P2P Transfer,Debit Card,Delhi
T00001436,C100007,A200010,2026-07-16,108.04,Debit,Transfer,P2P Transfer,Net Banking,Delhi
T00001437,C100007,A200010,2026-03-18,260.63,Debit,Bills,Electricity Board,NEFT,Delhi
T00001438,C100007,A200010,2026-07-12,2766.34,Debit,Other,Misc Merchant,Cash,Delhi
T00001439,C100007,A200010,2026-06-27,5660.03,Debit,Shopping,Flipkart,Net Banking,Delhi
T00001440,C100007,A200010,2026-07-09,2324.87,Debit,Transfer,P2P Transfer,Cash,Delhi
T00001441,C100007,A200010,2026-04-02,267.94,Debit,Healthcare,1mg,Net Banking,Delhi
T00001442,C100007,A200010,2026-03-11,2297.49,Debit,ATM,ATM Withdrawal,Net Banking,Delhi
T00001443,C100007,A200010,2026-04-14,5516.07,Debit,Healthcare,Apollo Pharmacy,NEFT,Delhi
T00001444,C100007,A200010,2026-05-22,1436.88,Debit,Bills,Airtel,Credit Card,Delhi
T00001445,C100007,A200010,2026-03-29,4362.39,Debit,Healthcare,Apollo Pharmacy,Debit Card,Delhi
T00001446,C100007,A200010,2026-02-06,4913.22,Debit,Healthcare,Apollo Pharmacy,NEFT,Delhi
T00001447,C100007,A200010,2026-08-01,450.72,Debit,Healthcare,Apollo Pharmacy,NEFT,Delhi
T00001448,C100007,A200010,2026-04-02,1918.51,Debit,Bills,Airtel,Cash,Delhi
T00001449,C100007,A200010,2026-04-15,636.45,Debit,Bills,Airtel,Debit Card,Delhi
T00001450,C100007,A200010,2026-02-06,1637.18,Debit,Investment,Groww,Credit Card,Delhi
T00001451,C100007,A200010,2026-04-20,669.47,Debit,Shopping,Amazon,Credit Card,Delhi
T00001452,C100007,A200010,2026-06-13,2748.13,Debit,Investment,SIP Auto-debit,Credit Card,Delhi
T00001453,C100007,A200010,2026-06-14,4500.65,Debit,Fuel,Indian Oil,UPI,Delhi
T00001454,C100007,A200010,2026-05-12,393.37,Debit,Travel,IndiGo,NEFT,Delhi
T00001455,C100007,A200010,2026-06-11,4602.08,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001456,C100007,A200010,2026-03-06,796.47,Debit,Healthcare,Apollo Pharmacy,Net Banking,Delhi
T00001457,C100007,A200010,2026-07-11,1810.98,Debit,Rent,Landlord Transfer,NEFT,Delhi
T00001458,C100007,A200010,2026-07-09,269.44,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001459,C100007,A200010,2026-07-18,7111.35,Debit,Rent,Landlord Transfer,NEFT,Delhi
T00001460,C100007,A200010,2026-04-18,1780.37,Debit,Bills,Water Dept,NEFT,Delhi
T00001461,C100007,A200010,2026-07-25,856.89,Debit,Bills,Water Dept,UPI,Delhi
T00001462,C100007,A200010,2026-02-24,53.63,Debit,Food,Swiggy,Net Banking,Delhi
T00001463,C100007,A200010,2026-04-05,3550.67,Debit,Entertainment,Netflix,Net Banking,Delhi
T00001464,C100007,A200010,2026-04-03,3321.34,Debit,Other,Misc Merchant,NEFT,Delhi
T00001465,C100007,A200010,2026-03-27,347.63,Debit,Shopping,Flipkart,NEFT,Delhi
T00001466,C100007,A200010,2026-06-19,1782.03,Debit,Healthcare,Apollo Pharmacy,Debit Card,Delhi
T00001467,C100007,A200010,2026-06-05,1565.15,Debit,Shopping,Local Store,NEFT,Delhi
T00001468,C100007,A200010,2026-03-15,2141.89,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001469,C100007,A200010,2026-03-10,2838.64,Debit,Bills,Airtel,NEFT,Delhi
T00001470,C100007,A200010,2026-03-17,4912.91,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001471,C100007,A200010,2026-03-01,9778.18,Debit,Food,Local Restaurant,Debit Card,Delhi
T00001472,C100007,A200010,2026-07-31,1463.83,Debit,Bills,Jio,UPI,Delhi
T00001473,C100007,A200010,2026-04-30,1814.53,Debit,Food,Swiggy,Debit Card,Delhi
T00001474,C100007,A200010,2026-07-01,493.6,Debit,Investment,Groww,Net Banking,Delhi
T00001475,C100007,A200010,2026-05-23,3207.82,Debit,Transfer,P2P Transfer,Cash,Delhi
T00001476,C100007,A200010,2026-04-06,205.39,Debit,ATM,ATM Withdrawal,Net Banking,Delhi
T00001477,C100007,A200010,2026-02-27,1195.62,Debit,Transfer,P2P Transfer,Credit Card,Delhi
T00001478,C100007,A200010,2026-05-27,4012.61,Debit,Rent,Landlord Transfer,NEFT,Delhi
T00001479,C100007,A200010,2026-05-02,1478.94,Debit,ATM,ATM Withdrawal,UPI,Delhi
T00001480,C100007,A200010,2026-02-12,377.44,Debit,Bills,Electricity Board,NEFT,Delhi
T00001481,C100007,A200010,2026-06-06,514.93,Debit,ATM,ATM Withdrawal,NEFT,Delhi
T00001482,C100007,A200010,2026-07-02,5223.46,Debit,Healthcare,Local Clinic,UPI,Delhi
T00001483,C100007,A200010,2026-03-22,386.93,Debit,Shopping,Local Store,Debit Card,Delhi
T00001484,C100007,A200010,2026-04-27,542.03,Debit,Rent,Landlord Transfer,UPI,Delhi
T00001485,C100007,A200010,2026-07-16,2430.71,Debit,Investment,Groww,NEFT,Delhi
T00001486,C100007,A200010,2026-02-14,3736.4,Debit,ATM,ATM Withdrawal,NEFT,Delhi
T00001487,C100007,A200010,2026-02-05,3245.19,Debit,Transfer,P2P Transfer,NEFT,Delhi
T00001488,C100007,A200010,2026-06-02,1996.56,Debit,Bills,Airtel,Net Banking,Delhi
T00001489,C100007,A200010,2026-06-23,401.4,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001490,C100007,A200010,2026-04-12,3608.29,Debit,Bills,Jio,Net Banking,Delhi
T00001491,C100007,A200010,2026-03-11,4630.96,Debit,Entertainment,BookMyShow,Net Banking,Delhi
T00001492,C100007,A200010,2026-05-24,3746.1,Debit,Investment,Groww,NEFT,Delhi
T00001493,C100007,A200010,2026-05-05,769.77,Debit,Transfer,P2P Transfer,UPI,Delhi
T00001494,C100007,A200010,2026-03-01,601.57,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001495,C100007,A200010,2026-05-27,2003.06,Debit,Healthcare,Local Clinic,NEFT,Delhi
T00001496,C100007,A200010,2026-02-18,1413.38,Debit,Bills,Jio,Debit Card,Delhi
T00001497,C100007,A200010,2026-06-01,5792.56,Debit,Healthcare,1mg,UPI,Delhi
T00001498,C100007,A200010,2026-03-29,3524.01,Debit,Healthcare,Apollo Pharmacy,Credit Card,Delhi
T00001499,C100007,A200010,2026-05-13,385.23,Debit,Shopping,Amazon,Credit Card,Delhi
T00001500,C100007,A200010,2026-04-18,2231.09,Debit,Shopping,Local Store,NEFT,Delhi
T00001501,C100007,A200010,2026-02-11,2495.31,Debit,Shopping,Myntra,NEFT,Delhi
T00001502,C100007,A200010,2026-06-06,554.81,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001503,C100007,A200010,2026-07-26,841.84,Debit,Bills,Jio,NEFT,Delhi
T00001504,C100007,A200010,2026-06-23,571.69,Debit,Entertainment,PVR,Debit Card,Delhi
T00001505,C100007,A200010,2026-07-13,115.07,Debit,Rent,Landlord Transfer,NEFT,Delhi
T00001506,C100007,A200010,2026-04-16,1852.02,Debit,Investment,Zerodha,Credit Card,Delhi
T00001507,C100007,A200010,2026-07-15,3080.97,Debit,Shopping,Flipkart,Cash,Delhi
T00001508,C100007,A200010,2026-03-25,1950.38,Debit,Shopping,Flipkart,Cash,Delhi
T00001509,C100007,A200010,2026-03-01,3195.56,Debit,Bills,Electricity Board,UPI,Delhi
T00001510,C100007,A200010,2026-07-12,2662.2,Debit,Healthcare,1mg,Cash,Delhi
T00001511,C100007,A200010,2026-03-21,3409.82,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001512,C100007,A200010,2026-02-17,2330.12,Debit,Healthcare,1mg,Cash,Delhi
T00001513,C100007,A200010,2026-06-14,219.18,Debit,Healthcare,Local Clinic,Net Banking,Delhi
T00001514,C100007,A200010,2026-02-09,329.21,Debit,Shopping,Amazon,Credit Card,Delhi
T00001515,C100007,A200010,2026-04-26,947.68,Debit,Healthcare,Apollo Pharmacy,UPI,Delhi
T00001516,C100007,A200010,2026-02-16,604.13,Debit,Healthcare,Local Clinic,Net Banking,Delhi
T00001517,C100007,A200010,2026-03-21,1015.64,Debit,Healthcare,Local Clinic,Debit Card,Delhi
T00001518,C100007,A200010,2026-02-21,3390.53,Debit,Entertainment,PVR,Credit Card,Delhi
T00001519,C100007,A200010,2026-06-29,757.26,Debit,Bills,Electricity Board,Debit Card,Delhi
T00001520,C100007,A200010,2026-04-26,837.65,Debit,Travel,IRCTC,Debit Card,Delhi
T00001521,C100007,A200010,2026-02-14,402.89,Debit,Healthcare,Local Clinic,Net Banking,Delhi
T00001522,C100007,A200010,2026-07-15,1182.25,Debit,ATM,ATM Withdrawal,Credit Card,Delhi
T00001523,C100007,A200010,2026-02-03,2633.4,Debit,Healthcare,Apollo Pharmacy,Debit Card,Delhi
T00001524,C100007,A200010,2026-04-06,4071.74,Debit,Healthcare,Apollo Pharmacy,Cash,Delhi
T00001525,C100007,A200010,2026-02-25,3261.06,Debit,Entertainment,Netflix,Cash,Delhi
T00001526,C100007,A200010,2026-03-02,3540.43,Debit,Healthcare,1mg,Debit Card,Delhi
T00001527,C100007,A200010,2026-05-18,2503.23,Debit,Bills,Airtel,NEFT,Delhi
T00001528,C100007,A200010,2026-02-10,85.56,Debit,Bills,Airtel,Credit Card,Delhi
T00001529,C100007,A200010,2026-03-12,6256.92,Debit,Investment,Groww,Cash,Delhi
T00001530,C100007,A200010,2026-03-26,1615.46,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001531,C100007,A200010,2026-07-03,3636.99,Debit,Rent,Landlord Transfer,NEFT,Delhi
T00001532,C100007,A200010,2026-05-21,1452.38,Debit,Investment,Zerodha,UPI,Delhi
T00001533,C100007,A200010,2026-07-23,2181.35,Debit,Healthcare,Apollo Pharmacy,Debit Card,Delhi
T00001534,C100007,A200010,2026-06-27,2523.63,Debit,Bills,Water Dept,Cash,Delhi
T00001535,C100007,A200010,2026-06-18,503.87,Debit,Healthcare,Local Clinic,NEFT,Delhi
T00001536,C100007,A200010,2026-05-25,2595.63,Debit,Food,Cafe Coffee Day,Credit Card,Delhi
T00001537,C100007,A200010,2026-03-05,517.13,Debit,Bills,Airtel,Cash,Delhi
T00001538,C100007,A200010,2026-03-09,1050.48,Debit,Healthcare,1mg,Credit Card,Delhi
T00001539,C100007,A200010,2026-04-22,1588.78,Debit,Fuel,Indian Oil,NEFT,Delhi
T00001540,C100007,A200010,2026-04-11,780.67,Debit,ATM,ATM Withdrawal,NEFT,Delhi
T00001541,C100007,A200010,2026-07-31,619.65,Debit,Food,Local Restaurant,UPI,Delhi
T00001542,C100007,A200010,2026-05-14,3012.76,Debit,Investment,SIP Auto-debit,Credit Card,Delhi
T00001543,C100007,A200010,2026-07-24,307.61,Debit,Rent,Landlord Transfer,Debit Card,Delhi
T00001544,C100007,A200010,2026-07-20,158.8,Debit,ATM,ATM Withdrawal,Debit Card,Delhi
T00001545,C100007,A200010,2026-05-07,5297.39,Debit,Rent,Landlord Transfer,Credit Card,Delhi
T00001546,C100007,A200010,2026-07-10,714.67,Debit,Rent,Landlord Transfer,Net Banking,Delhi
T00001547,C100007,A200010,2026-03-21,196.56,Debit,Bills,Jio,UPI,Delhi
T00001548,C100007,A200010,2026-02-17,2079.03,Debit,Investment,Groww,Net Banking,Delhi
T00001549,C100007,A200010,2026-03-12,21.5,Debit,Entertainment,Netflix,Cash,Delhi
T00001550,C100007,A200010,2026-03-17,1004.77,Debit,Entertainment,BookMyShow,Debit Card,Delhi
T00001551,C100007,A200010,2026-07-19,192.18,Debit,Food,Local Restaurant,Debit Card,Delhi
T00001552,C100007,A200010,2026-02-06,2700.54,Debit,Bills,Electricity Board,Net Banking,Delhi
T00001553,C100007,A200010,2026-03-02,322.07,Debit,Food,Cafe Coffee Day,Debit Card,Delhi
T00001554,C100007,A200010,2026-06-24,50.04,Debit,Rent,Landlord Transfer,Cash,Delhi
T00001555,C100007,A200010,2026-07-17,1633.88,Debit,Entertainment,Spotify,Cash,Delhi
T00001556,C100007,A200010,2026-03-12,20.0,Debit,ATM,ATM Withdrawal,UPI,Delhi
T00001557,C100007,A200010,2026-03-09,879.11,Debit,Travel,IRCTC,Cash,Delhi
T00001558,C100007,A200010,2026-07-09,7237.47,Debit,Bills,Jio,Cash,Delhi
T00001559,C100007,A200010,2026-04-26,804.31,Debit,Food,Local Restaurant,NEFT,Delhi
T00001560,C100007,A200010,2026-06-25,1051.76,Debit,Shopping,Amazon,UPI,Delhi
T00001561,C100007,A200010,2026-03-04,81.98,Debit,Investment,Groww,UPI,Delhi
T00001562,C100007,A200010,2026-02-20,959.93,Debit,Investment,SIP Auto-debit,Debit Card,Delhi
T00001563,C100007,A200010,2026-07-03,469.57,Debit,Healthcare,Apollo Pharmacy,Debit Card,Delhi
T00001564,C100007,A200010,2026-03-25,339.58,Debit,Other,Misc Merchant,NEFT,Delhi
T00001565,C100007,A200010,2026-04-21,1660.43,Debit,Shopping,Local Store,Net Banking,Delhi
T00001566,C100007,A200010,2026-05-15,1736.57,Debit,Other,Misc Merchant,Credit Card,Delhi
T00001567,C100007,A200010,2026-08-01,86684.26,Credit,Salary,Employer,NEFT,Delhi
T00001568,C100007,A200010,2026-07-01,88272.87,Credit,Salary,Employer,NEFT,Delhi
T00001569,C100007,A200010,2026-05-31,87711.19,Credit,Salary,Employer,NEFT,Delhi
T00001570,C100007,A200010,2026-05-02,90096.33,Credit,Salary,Employer,NEFT,Delhi
T00001571,C100007,A200010,2026-04-02,89254.6,Credit,Salary,Employer,NEFT,Delhi
T00001572,C100007,A200010,2026-03-02,87159.04,Credit,Salary,Employer,NEFT,Delhi
T00001573,C100008,A200011,2026-04-11,11848.48,Debit,Travel,Ola,UPI,Gandhinagar
T00001574,C100008,A200011,2026-05-08,1738.85,Debit,ATM,ATM Withdrawal,Credit Card,Gandhinagar
T00001575,C100008,A200011,2026-06-07,41.39,Debit,Food,Swiggy,Credit Card,Gandhinagar
T00001576,C100008,A200011,2026-04-09,375.6,Debit,Bills,Jio,NEFT,Gandhinagar
T00001577,C100008,A200011,2026-04-17,3305.29,Debit,Other,Misc Merchant,Credit Card,Gandhinagar
T00001578,C100008,A200011,2026-05-27,2961.3,Debit,Bills,Water Dept,Net Banking,Gandhinagar
T00001579,C100008,A200011,2026-07-26,439.13,Debit,Food,Swiggy,Net Banking,Gandhinagar
T00001580,C100008,A200011,2026-07-20,2716.27,Debit,Travel,Ola,Credit Card,Gandhinagar
T00001581,C100008,A200011,2026-03-31,1654.2,Debit,Food,Swiggy,Cash,Gandhinagar
T00001582,C100008,A200011,2026-06-09,1162.28,Debit,Travel,IRCTC,Cash,Gandhinagar
T00001583,C100008,A200011,2026-07-23,1648.48,Debit,Other,Misc Merchant,Debit Card,Gandhinagar
T00001584,C100008,A200011,2026-03-02,1539.83,Debit,Fuel,Indian Oil,Credit Card,Gandhinagar
T00001585,C100008,A200011,2026-03-19,1275.99,Debit,Fuel,Indian Oil,Debit Card,Gandhinagar
T00001586,C100008,A200011,2026-06-08,435.32,Debit,Food,Local Restaurant,Credit Card,Gandhinagar
T00001587,C100008,A200011,2026-05-29,1630.92,Debit,Other,Misc Merchant,Debit Card,Gandhinagar
T00001588,C100008,A200011,2026-03-28,2417.77,Debit,ATM,ATM Withdrawal,Net Banking,Gandhinagar
T00001589,C100008,A200011,2026-05-16,2632.51,Debit,Investment,Groww,Debit Card,Gandhinagar
T00001590,C100008,A200011,2026-07-25,138.56,Debit,Food,Zomato,Debit Card,Gandhinagar
T00001591,C100008,A200011,2026-07-19,1299.65,Debit,Bills,Jio,UPI,Gandhinagar
T00001592,C100008,A200011,2026-03-05,654.1,Debit,Fuel,Indian Oil,Net Banking,Gandhinagar
T00001593,C100008,A200011,2026-05-14,8393.2,Debit,Entertainment,Netflix,NEFT,Gandhinagar
T00001594,C100008,A200011,2026-06-16,1413.89,Debit,Fuel,Indian Oil,NEFT,Gandhinagar
T00001595,C100008,A200011,2026-03-28,498.62,Debit,Food,Zomato,UPI,Gandhinagar
T00001596,C100008,A200011,2026-03-05,1319.9,Debit,Food,Zomato,Net Banking,Gandhinagar
T00001597,C100008,A200011,2026-06-17,1511.91,Debit,Food,Swiggy,Credit Card,Gandhinagar
T00001598,C100008,A200011,2026-04-25,3282.49,Debit,Bills,Electricity Board,Debit Card,Gandhinagar
T00001599,C100008,A200011,2026-07-05,1602.41,Debit,ATM,ATM Withdrawal,Credit Card,Gandhinagar
T00001600,C100008,A200011,2026-02-15,2606.46,Debit,Other,Misc Merchant,UPI,Gandhinagar
T00001601,C100008,A200011,2026-07-04,487.46,Debit,Bills,Jio,NEFT,Gandhinagar
T00001602,C100008,A200011,2026-05-26,7278.95,Debit,Food,Swiggy,Credit Card,Gandhinagar
T00001603,C100008,A200011,2026-05-10,1165.37,Debit,Fuel,HP Petrol Pump,UPI,Gandhinagar
T00001604,C100008,A200011,2026-06-03,633.13,Debit,Food,Zomato,Debit Card,Gandhinagar
T00001605,C100008,A200011,2026-04-11,1764.08,Debit,Other,Misc Merchant,Debit Card,Gandhinagar
T00001606,C100008,A200011,2026-04-23,2854.38,Debit,ATM,ATM Withdrawal,Credit Card,Gandhinagar
T00001607,C100008,A200011,2026-06-09,939.21,Debit,Bills,Airtel,Credit Card,Gandhinagar
T00001608,C100008,A200011,2026-03-11,824.25,Debit,Fuel,Indian Oil,Credit Card,Gandhinagar
T00001609,C100008,A200011,2026-02-24,30.62,Debit,Fuel,Indian Oil,Net Banking,Gandhinagar
T00001610,C100008,A200011,2026-04-28,1714.46,Debit,Travel,Ola,UPI,Gandhinagar
T00001611,C100008,A200011,2026-03-25,503.44,Debit,Food,Cafe Coffee Day,Credit Card,Gandhinagar
T00001612,C100008,A200011,2026-03-19,761.23,Debit,Entertainment,Netflix,Debit Card,Gandhinagar
T00001613,C100008,A200011,2026-02-27,3068.34,Debit,Food,Swiggy,Net Banking,Gandhinagar
T00001614,C100008,A200011,2026-05-08,1653.86,Debit,Education,Udemy,Cash,Gandhinagar
T00001615,C100008,A200011,2026-06-29,245.73,Debit,Other,Misc Merchant,NEFT,Gandhinagar
T00001616,C100008,A200011,2026-05-04,1152.65,Debit,Travel,IndiGo,UPI,Gandhinagar
T00001617,C100008,A200011,2026-06-30,3898.58,Debit,Fuel,HP Petrol Pump,Debit Card,Gandhinagar
T00001618,C100008,A200011,2026-07-31,389.17,Debit,Food,Local Restaurant,Cash,Gandhinagar
T00001619,C100008,A200011,2026-05-13,790.84,Debit,Entertainment,PVR,Net Banking,Gandhinagar
T00001620,C100008,A200011,2026-05-04,5963.49,Debit,Bills,Airtel,Cash,Gandhinagar
T00001621,C100008,A200011,2026-05-27,479.09,Debit,Other,Misc Merchant,Credit Card,Gandhinagar
T00001622,C100008,A200011,2026-04-23,906.31,Debit,Rent,Landlord Transfer,Credit Card,Gandhinagar
T00001623,C100008,A200011,2026-04-25,1304.03,Debit,Other,Misc Merchant,NEFT,Gandhinagar
T00001624,C100008,A200011,2026-04-11,296.75,Debit,Food,Zomato,Cash,Gandhinagar
T00001625,C100008,A200011,2026-02-18,2010.95,Debit,Food,Cafe Coffee Day,Cash,Gandhinagar
T00001626,C100008,A200011,2026-06-22,479.99,Debit,Other,Misc Merchant,NEFT,Gandhinagar
T00001627,C100008,A200011,2026-02-21,656.5,Debit,Food,Cafe Coffee Day,Debit Card,Gandhinagar
T00001628,C100008,A200011,2026-03-11,47.95,Debit,Food,Cafe Coffee Day,NEFT,Gandhinagar
T00001629,C100008,A200011,2026-06-05,135.79,Debit,Bills,Electricity Board,Cash,Gandhinagar
T00001630,C100008,A200011,2026-07-10,757.96,Debit,Food,Cafe Coffee Day,Debit Card,Gandhinagar
T00001631,C100008,A200011,2026-03-19,804.98,Debit,Fuel,Indian Oil,NEFT,Gandhinagar
T00001632,C100008,A200011,2026-07-25,797.37,Debit,Healthcare,1mg,Credit Card,Gandhinagar
T00001633,C100008,A200011,2026-07-06,2178.66,Debit,Food,Zomato,Credit Card,Gandhinagar
T00001634,C100008,A200011,2026-04-23,1008.75,Debit,Travel,Ola,UPI,Gandhinagar
T00001635,C100008,A200011,2026-06-02,490.79,Debit,Investment,Zerodha,Net Banking,Gandhinagar
T00001636,C100008,A200011,2026-04-14,1481.12,Debit,Bills,Water Dept,NEFT,Gandhinagar
T00001637,C100008,A200011,2026-05-11,2966.89,Debit,Food,Swiggy,Debit Card,Gandhinagar
T00001638,C100008,A200011,2026-05-20,1433.78,Debit,Entertainment,PVR,Debit Card,Gandhinagar
T00001639,C100008,A200011,2026-07-06,2872.13,Debit,Fuel,Indian Oil,UPI,Gandhinagar
T00001640,C100008,A200011,2026-05-14,1390.54,Debit,Food,Swiggy,Credit Card,Gandhinagar
T00001641,C100008,A200011,2026-06-29,20.14,Debit,Food,Local Restaurant,Debit Card,Gandhinagar
T00001642,C100008,A200011,2026-05-06,3240.22,Debit,Fuel,Indian Oil,Credit Card,Gandhinagar
T00001643,C100008,A200011,2026-05-19,928.15,Debit,Fuel,HP Petrol Pump,Credit Card,Gandhinagar
T00001644,C100008,A200011,2026-02-15,77.75,Debit,Fuel,Indian Oil,Cash,Gandhinagar
T00001645,C100008,A200011,2026-04-06,1156.03,Debit,Food,Swiggy,Cash,Gandhinagar
T00001646,C100008,A200011,2026-02-22,10038.71,Debit,Food,Local Restaurant,Debit Card,Gandhinagar
T00001647,C100008,A200011,2026-06-03,2282.44,Debit,Food,Swiggy,NEFT,Gandhinagar
T00001648,C100008,A200011,2026-04-04,5315.07,Debit,Fuel,Indian Oil,Debit Card,Gandhinagar
T00001649,C100008,A200011,2026-05-27,4045.73,Debit,Other,Misc Merchant,Debit Card,Gandhinagar
T00001650,C100008,A200011,2026-07-12,594.39,Debit,Other,Misc Merchant,Net Banking,Gandhinagar
T00001651,C100008,A200011,2026-05-08,923.58,Debit,Other,Misc Merchant,Debit Card,Gandhinagar
T00001652,C100008,A200011,2026-03-26,311.79,Debit,Travel,MakeMyTrip,Net Banking,Gandhinagar
T00001653,C100008,A200011,2026-07-01,4456.2,Debit,Food,Cafe Coffee Day,Net Banking,Gandhinagar
T00001654,C100008,A200011,2026-06-19,428.52,Debit,Investment,Zerodha,Cash,Gandhinagar
T00001655,C100008,A200011,2026-06-20,276.59,Debit,Other,Misc Merchant,Net Banking,Gandhinagar
T00001656,C100008,A200011,2026-02-19,2091.45,Debit,Rent,Landlord Transfer,Debit Card,Gandhinagar
T00001657,C100008,A200011,2026-02-17,148.84,Debit,Education,Udemy,Credit Card,Gandhinagar
T00001658,C100008,A200011,2026-07-29,1184.26,Debit,Other,Misc Merchant,Net Banking,Gandhinagar
T00001659,C100008,A200011,2026-03-01,1789.96,Debit,Food,Swiggy,Debit Card,Gandhinagar
T00001660,C100008,A200011,2026-04-25,3919.93,Debit,Fuel,Indian Oil,Credit Card,Gandhinagar
T00001661,C100008,A200011,2026-06-14,87.63,Debit,Bills,Jio,Debit Card,Gandhinagar
T00001662,C100008,A200011,2026-02-06,14688.88,Debit,ATM,ATM Withdrawal,Debit Card,Gandhinagar
T00001663,C100008,A200011,2026-03-05,108.85,Debit,Fuel,HP Petrol Pump,NEFT,Gandhinagar
T00001664,C100008,A200011,2026-06-05,96.75,Debit,Fuel,Indian Oil,UPI,Gandhinagar
T00001665,C100008,A200011,2026-05-12,1764.66,Debit,Entertainment,Spotify,Net Banking,Gandhinagar
