card_id,customer_id,card_type,credit_limit,used_amount,available_limit,reward_points,annual_fee,status
CC404198,C104198,CashbackCard,223400.0,173136.24,50263.76,11493,2999,Active
CC404377,C104377,SmartCard,65300.0,39052.81,26247.19,2749,499,Active
CC407101,C107101,StudentCard,342800.0,37842.37,304957.63,11095,2999,Active
CC402173,C102173,FuelCard,205600.0,24665.42,180934.58,14190,499,Active
CC405131,C105131,StudentCard,115500.0,64413.32,51086.68,14747,999,Active
CC407877,C107877,CashbackCard,140200.0,24382.1,115817.9,14609,2999,Active
CC405086,C105086,PremiumCard,528100.0,309723.09,218376.91,4552,0,Active
CC402466,C102466,TravelCard,283500.0,136492.87,147007.13,16001,2999,Active
CC406355,C106355,StudentCard,209100.0,40589.06,168510.94,9827,2999,Active
CC405514,C105514,FuelCard,61800.0,1098.7,60701.3,7902,499,Active
CC400890,C100890,PremiumCard,78400.0,28016.62,50383.38,3860,499,Active
CC403402,C103402,SmartCard,325700.0,167779.88,157920.12,17871,2999,Active
CC409139,C109139,FuelCard,106300.0,42840.82,63459.18,18416,0,Active
CC406304,C106304,CashbackCard,158900.0,73111.11,85788.89,19567,2999,Active
CC403678,C103678,TravelCard,149100.0,13043.24,136056.76,4273,999,Active
CC404273,C104273,FuelCard,249900.0,157724.43,92175.57,12735,999,Active
CC406464,C106464,SmartCard,22400.0,3720.05,18679.95,19461,499,Active
CC406872,C106872,TravelCard,220300.0,162608.4,57691.6,4961,0,Active
CC400236,C100236,StudentCard,91100.0,61982.83,29117.17,15417,2999,Active
CC402568,C102568,SmartCard,38200.0,24171.62,14028.38,10988,2999,Active
CC406232,C106232,StudentCard,243800.0,174903.42,68896.58,14155,2999,Active
CC402286,C102286,PremiumCard,151100.0,84790.25,66309.75,14165,499,Active
CC408977,C108977,CashbackCard,24700.0,4162.11,20537.89,16398,0,Active
CC406202,C106202,TravelCard,596800.0,245129.55,351670.45,18534,2999,Active
CC404527,C104527,SmartCard,220000.0,72605.88,147394.12,7508,499,Active
CC407045,C107045,PremiumCard,256200.0,142472.6,113727.4,13120,0,Active
CC406149,C106149,StudentCard,242300.0,75665.74,166634.26,7340,999,Active
CC401853,C101853,PremiumCard,161400.0,70180.99,91219.01,15423,2999,Active
CC406857,C106857,FuelCard,189200.0,92705.42,96494.58,12154,0,Active
CC403611,C103611,FuelCard,275700.0,95238.34,180461.66,8706,0,Active
CC406280,C106280,CashbackCard,77900.0,26548.64,51351.36,19150,999,Active
CC406652,C106652,PremiumCard,203200.0,74441.31,128758.69,16308,499,Active
CC408418,C108418,TravelCard,257200.0,167933.88,89266.12,12937,2999,Active
CC407865,C107865,SmartCard,55400.0,21475.35,33924.65,9548,2999,Active
CC405570,C105570,SmartCard,170300.0,15572.55,154727.45,6899,499,Active
CC406676,C106676,TravelCard,131900.0,52102.52,79797.48,17477,2999,Active
CC402161,C102161,PremiumCard,267200.0,155635.02,111564.98,19753,499,Active
CC401822,C101822,FuelCard,58000.0,21792.02,36207.98,15286,2999,Active
CC400401,C100401,SmartCard,223500.0,122778.2,100721.8,13004,0,Active
CC405762,C105762,TravelCard,135100.0,56566.05,78533.95,14817,999,Active
CC403887,C103887,PremiumCard,225200.0,17579.71,207620.29,3279,499,Active
CC401169,C101169,CashbackCard,255600.0,159575.29,96024.71,13969,999,Active
CC403148,C103148,StudentCard,116700.0,85606.67,31093.33,2666,499,Active
CC405644,C105644,FuelCard,314000.0,93283.52,220716.48,12170,2999,Active
CC402963,C102963,TravelCard,231600.0,41572.57,190027.43,12084,999,Active
CC403004,C103004,SmartCard,108100.0,13143.16,94956.84,11762,999,Active
CC405784,C105784,FuelCard,131000.0,60659.45,70340.55,2293,2999,Active
CC403662,C103662,StudentCard,98200.0,16236.57,81963.43,10848,499,Active
CC405869,C105869,CashbackCard,105300.0,59239.15,46060.85,16249,2999,Active
CC404492,C104492,CashbackCard,74900.0,7699.68,67200.32,1430,499,Active
CC407816,C107816,FuelCard,127600.0,35261.51,92338.49,9406,999,Active
CC406070,C106070,TravelCard,98400.0,75335.14,23064.86,6419,499,Active
CC407943,C107943,StudentCard,168400.0,75800.65,92599.35,18093,999,Active
CC401953,C101953,CashbackCard,90100.0,66003.32,24096.68,10157,999,Active
CC400000,C100000,TravelCard,198600.0,104020.02,94579.98,8300,999,Active
CC401125,C101125,CashbackCard,183900.0,50222.87,133677.13,13846,2999,Active
CC400416,C100416,CashbackCard,246100.0,95569.07,150530.93,8271,0,Active
CC401931,C101931,TravelCard,643500.0,182110.73,461389.27,17771,0,Active
CC409738,C109738,CashbackCard,87300.0,9233.32,78066.68,1208,999,Active
CC400441,C100441,SmartCard,94100.0,39329.61,54770.39,964,999,Active
CC401183,C101183,TravelCard,175500.0,61632.48,113867.52,15427,499,Active
CC405186,C105186,TravelCard,192500.0,42466.54,150033.46,19277,999,Active
CC409327,C109327,SmartCard,144200.0,5499.51,138700.49,9051,0,Active
CC404073,C104073,StudentCard,461100.0,301381.24,159718.76,17566,2999,Active
CC408210,C108210,StudentCard,306900.0,26871.88,280028.12,18796,0,Active
CC407931,C107931,SmartCard,85800.0,66953.04,18846.96,19383,2999,Active
CC404995,C104995,StudentCard,298900.0,122050.45,176849.55,16292,999,Active
CC402091,C102091,CashbackCard,212200.0,14837.25,197362.75,4208,999,Active
CC403187,C103187,CashbackCard,152800.0,27672.82,125127.18,15199,0,Active
CC406535,C106535,TravelCard,101500.0,35596.08,65903.92,13009,499,Active
CC402190,C102190,TravelCard,203900.0,36702.12,167197.88,3487,499,Active
CC403784,C103784,PremiumCard,365600.0,91342.17,274257.83,3982,0,Active
CC405047,C105047,StudentCard,189000.0,17575.52,171424.48,8689,999,Active
CC406882,C106882,PremiumCard,213600.0,37493.37,176106.63,6697,0,Active
CC400173,C100173,StudentCard,95400.0,71421.17,23978.83,13247,999,Active
CC400801,C100801,TravelCard,132900.0,53588.01,79311.99,7724,2999,Active
CC400770,C100770,PremiumCard,98800.0,28888.56,69911.44,1707,499,Active
CC408948,C108948,PremiumCard,110300.0,31985.84,78314.16,14107,999,Active
CC400170,C100170,FuelCard,193800.0,65200.82,128599.18,2751,499,Active
CC402055,C102055,TravelCard,99700.0,70549.75,29150.25,4281,499,Active
CC409168,C109168,PremiumCard,202800.0,132248.15,70551.85,1858,999,Active
CC406128,C106128,CashbackCard,191300.0,1405.26,189894.74,5522,499,Active
CC403988,C103988,FuelCard,139000.0,81942.55,57057.45,9786,0,Active
CC407885,C107885,StudentCard,71000.0,41577.88,29422.12,18589,0,Active
CC408083,C108083,SmartCard,263500.0,168358.12,95141.88,19857,499,Active
CC400572,C100572,CashbackCard,199200.0,131360.72,67839.28,9850,0,Active
CC405032,C105032,TravelCard,368000.0,210447.77,157552.23,13753,0,Active
CC401012,C101012,StudentCard,113900.0,56856.93,57043.07,15198,499,Active
CC409857,C109857,TravelCard,264000.0,192207.07,71792.93,8918,999,Active
CC405710,C105710,TravelCard,219200.0,121413.82,97786.18,7417,0,Active
CC400902,C100902,TravelCard,67600.0,36773.49,30826.51,5245,2999,Active
CC400217,C100217,CashbackCard,81900.0,52460.1,29439.9,1973,499,Active
CC407246,C107246,PremiumCard,73900.0,50359.81,23540.19,13136,999,Active
CC409914,C109914,PremiumCard,245400.0,111470.45,133929.55,16881,999,Active
CC400620,C100620,StudentCard,97200.0,49980.83,47219.17,12033,0,Active
CC403324,C103324,SmartCard,38300.0,17783.47,20516.53,2542,2999,Active
CC408637,C108637,SmartCard,220000.0,152429.45,67570.55,6520,499,Active
CC405518,C105518,PremiumCard,223400.0,22699.78,200700.22,8073,0,Active
CC402083,C102083,TravelCard,127000.0,68103.82,58896.18,16118,0,Active
CC409331,C109331,TravelCard,271100.0,198143.3,72956.7,17452,0,Active
CC403309,C103309,CashbackCard,67100.0,4477.39,62622.61,15614,499,Active
CC405089,C105089,TravelCard,171500.0,135333.23,36166.77,11526,999,Active
CC409537,C109537,CashbackCard,113800.0,50746.69,63053.31,12572,2999,Active
CC408960,C108960,FuelCard,56400.0,37792.8,18607.2,7993,2999,Active
CC407039,C107039,CashbackCard,208500.0,46672.81,161827.19,10415,499,Active
CC404908,C104908,CashbackCard,400700.0,39149.12,361550.88,9046,2999,Active
CC405474,C105474,FuelCard,79800.0,33947.17,45852.83,9601,999,Active
CC405497,C105497,FuelCard,397700.0,217388.46,180311.54,11005,999,Active
CC409047,C109047,CashbackCard,49500.0,26348.15,23151.85,5158,499,Active
CC409606,C109606,CashbackCard,144300.0,37508.15,106791.85,11751,0,Active
CC405673,C105673,PremiumCard,228100.0,113089.31,115010.69,9464,999,Active
CC409197,C109197,SmartCard,165700.0,122474.15,43225.85,17314,999,Active
CC404782,C104782,FuelCard,358000.0,283963.9,74036.1,4425,499,Active
CC401273,C101273,StudentCard,109200.0,82802.01,26397.99,15179,499,Active
CC402839,C102839,StudentCard,230100.0,128659.0,101441.0,8858,0,Active
CC400346,C100346,SmartCard,131500.0,18969.52,112530.48,3861,499,Active
CC403745,C103745,PremiumCard,237700.0,176394.55,61305.45,19192,2999,Active
CC402107,C102107,SmartCard,269200.0,38863.35,230336.65,16206,2999,Active
CC404693,C104693,TravelCard,138300.0,63339.32,74960.68,16827,0,Active
CC405469,C105469,FuelCard,149400.0,28073.2,121326.8,7076,2999,Active
CC405520,C105520,SmartCard,31500.0,17599.63,13900.37,3251,0,Active
CC404138,C104138,TravelCard,228800.0,22954.79,205845.21,9380,2999,Active
CC403159,C103159,PremiumCard,170500.0,1887.15,168612.85,2893,999,Active
CC400136,C100136,PremiumCard,154100.0,46881.08,107218.92,15606,2999,Active
CC409868,C109868,StudentCard,23300.0,4239.9,19060.1,14572,0,Active
CC404234,C104234,SmartCard,58300.0,42996.67,15303.33,760,499,Active
CC405642,C105642,FuelCard,109700.0,4942.61,104757.39,6160,999,Active
CC400119,C100119,CashbackCard,324000.0,56720.5,267279.5,18926,0,Active
CC402958,C102958,TravelCard,199300.0,103143.78,96156.22,15792,999,Active
CC406916,C106916,TravelCard,195400.0,79819.68,115580.32,14739,2999,Active
CC409114,C109114,FuelCard,295800.0,88336.47,207463.53,10472,0,Active
CC405935,C105935,TravelCard,168000.0,124465.61,43534.39,16437,2999,Active
CC409213,C109213,TravelCard,124800.0,86047.66,38752.34,7726,0,Active
CC407235,C107235,StudentCard,43500.0,31742.97,11757.03,11708,2999,Active
CC403946,C103946,FuelCard,164200.0,95316.14,68883.86,9147,0,Active
CC406285,C106285,TravelCard,133900.0,31366.33,102533.67,14688,2999,Active
CC409190,C109190,SmartCard,140300.0,110784.77,29515.23,4455,0,Active
CC402854,C102854,SmartCard,93100.0,7506.67,85593.33,9303,499,Active
CC406505,C106505,TravelCard,207900.0,164015.15,43884.85,12982,999,Active
CC400838,C100838,PremiumCard,179500.0,6393.64,173106.36,6642,0,Active
CC409283,C109283,SmartCard,100100.0,39196.12,60903.88,11140,0,Active
CC400059,C100059,FuelCard,140900.0,26698.28,114201.72,5475,999,Active
CC405450,C105450,StudentCard,173000.0,48635.63,124364.37,4100,999,Active
CC408311,C108311,StudentCard,104300.0,37518.98,66781.02,12463,2999,Active
CC402877,C102877,FuelCard,213700.0,88883.19,124816.81,16003,0,Active
CC408383,C108383,CashbackCard,127700.0,72816.18,54883.82,8354,0,Active
CC402892,C102892,CashbackCard,135900.0,79000.94,56899.06,162,0,Active
CC401413,C101413,StudentCard,70900.0,45743.43,25156.57,19904,499,Active
CC408140,C108140,StudentCard,143100.0,37236.39,105863.61,9719,499,Active
CC404646,C104646,TravelCard,238500.0,119039.2,119460.8,6464,499,Active
CC401748,C101748,TravelCard,197600.0,75617.36,121982.64,4697,499,Active
CC401351,C101351,FuelCard,25200.0,16579.99,8620.01,15836,499,Active
CC409617,C109617,SmartCard,203900.0,143980.39,59919.61,2043,2999,Active
CC402439,C102439,StudentCard,25400.0,16197.4,9202.6,18492,2999,Active
CC402644,C102644,StudentCard,594600.0,113574.14,481025.86,19403,2999,Active
CC405957,C105957,PremiumCard,189200.0,31939.07,157260.93,10689,2999,Active
CC409062,C109062,StudentCard,146100.0,11523.05,134576.95,19383,999,Active
CC401451,C101451,TravelCard,215500.0,120682.94,94817.06,13638,2999,Active
CC404035,C104035,FuelCard,198500.0,10074.87,188425.13,12788,2999,Active
CC402888,C102888,StudentCard,205300.0,3580.5,201719.5,7864,2999,Active
CC403345,C103345,StudentCard,161300.0,90656.95,70643.05,17006,0,Active
CC402419,C102419,TravelCard,167500.0,18231.28,149268.72,6870,2999,Active
CC409614,C109614,CashbackCard,133400.0,69729.86,63670.14,5686,999,Active
CC405472,C105472,PremiumCard,199600.0,130023.47,69576.53,5229,0,Active
CC402614,C102614,CashbackCard,168100.0,5788.04,162311.96,227,2999,Active
CC402399,C102399,CashbackCard,125000.0,64070.4,60929.6,18891,499,Active
CC407704,C107704,SmartCard,269000.0,73072.57,195927.43,8923,2999,Active
CC406945,C106945,FuelCard,272400.0,217728.49,54671.51,15418,2999,Active
CC404942,C104942,TravelCard,181800.0,11355.65,170444.35,10022,2999,Active
CC405610,C105610,PremiumCard,148800.0,93841.22,54958.78,6956,0,Active
CC408739,C108739,CashbackCard,104100.0,62778.32,41321.68,5117,2999,Active
CC409227,C109227,TravelCard,109400.0,26674.63,82725.37,11298,0,Active
CC401336,C101336,StudentCard,191500.0,120719.65,70780.35,2369,999,Active
CC402172,C102172,FuelCard,115700.0,82862.15,32837.85,10520,499,Active
CC408451,C108451,TravelCard,225200.0,176112.85,49087.15,2976,2999,Active
CC401038,C101038,FuelCard,184800.0,144994.03,39805.97,4927,999,Active
CC401074,C101074,SmartCard,207900.0,42937.61,164962.39,9162,2999,Active
CC409889,C109889,FuelCard,240600.0,2283.39,238316.61,3584,499,Active
CC405508,C105508,CashbackCard,122900.0,45205.34,77694.66,426,999,Active
CC407933,C107933,SmartCard,356600.0,53392.09,303207.91,12555,999,Active
CC407025,C107025,PremiumCard,164600.0,40817.1,123782.9,16777,999,Active
CC406056,C106056,FuelCard,134200.0,26314.41,107885.59,17478,2999,Active
CC402689,C102689,StudentCard,98700.0,39446.13,59253.87,16828,999,Active
CC408253,C108253,PremiumCard,178000.0,41855.98,136144.02,8609,0,Active
CC407843,C107843,SmartCard,350600.0,138855.83,211744.17,5024,499,Active
CC406000,C106000,PremiumCard,300700.0,10041.52,290658.48,13008,999,Active
CC402806,C102806,PremiumCard,149500.0,62295.22,87204.78,654,999,Active
CC405963,C105963,SmartCard,339800.0,249110.46,90689.54,8268,2999,Active
CC406572,C106572,StudentCard,109300.0,65758.7,43541.3,10398,499,Active
CC401936,C101936,CashbackCard,51800.0,17755.77,34044.23,4188,999,Active
CC403699,C103699,FuelCard,119300.0,13264.85,106035.15,3032,0,Active
CC408042,C108042,StudentCard,107300.0,33384.93,73915.07,2839,2999,Active
CC409585,C109585,StudentCard,58500.0,44917.82,13582.18,16178,999,Active
CC407679,C107679,TravelCard,204900.0,140089.87,64810.13,4223,2999,Active
CC405871,C105871,FuelCard,101600.0,17005.94,84594.06,12256,0,Active
CC405739,C105739,CashbackCard,193000.0,50335.15,142664.85,4631,999,Active
CC401607,C101607,CashbackCard,181300.0,3350.43,177949.57,17610,999,Active
CC404398,C104398,CashbackCard,62100.0,25058.89,37041.11,17970,0,Active
CC402486,C102486,PremiumCard,258300.0,18716.9,239583.1,17799,999,Active
CC408902,C108902,SmartCard,226400.0,34981.3,191418.7,15097,999,Active
CC401030,C101030,FuelCard,191000.0,27657.09,163342.91,16930,999,Active
CC406061,C106061,SmartCard,70500.0,36959.7,33540.3,18234,2999,Active
CC407341,C107341,TravelCard,57100.0,5964.99,51135.01,15289,0,Active
CC409279,C109279,TravelCard,89400.0,65856.28,23543.72,3179,499,Active
CC402599,C102599,CashbackCard,202100.0,11937.8,190162.2,16486,999,Active
CC404393,C104393,SmartCard,172500.0,43407.49,129092.51,3847,2999,Active
CC400622,C100622,StudentCard,161500.0,69975.26,91524.74,14361,0,Active
CC403842,C103842,TravelCard,200900.0,65071.41,135828.59,2768,0,Active
CC402662,C102662,PremiumCard,445400.0,266280.56,179119.44,3094,999,Active
CC400558,C100558,CashbackCard,195100.0,65007.35,130092.65,4185,499,Active
CC404909,C104909,TravelCard,39100.0,24425.33,14674.67,14004,499,Active
CC401393,C101393,PremiumCard,165800.0,53769.69,112030.31,7976,499,Active
CC400146,C100146,CashbackCard,23200.0,955.46,22244.54,11203,2999,Active
CC401249,C101249,SmartCard,330300.0,133939.25,196360.75,11899,499,Active
CC402394,C102394,FuelCard,27800.0,10255.15,17544.85,9535,2999,Active
CC404212,C104212,PremiumCard,146800.0,69120.5,77679.5,16852,0,Active
CC408147,C108147,StudentCard,222100.0,74973.08,147126.92,13903,0,Active
CC406526,C106526,FuelCard,54400.0,39258.73,15141.27,5066,999,Active
CC401244,C101244,PremiumCard,101800.0,60527.52,41272.48,1027,999,Active
CC403654,C103654,CashbackCard,114200.0,31386.08,82813.92,14723,0,Active
CC402064,C102064,PremiumCard,198900.0,93811.21,105088.79,12120,2999,Active
CC409407,C109407,StudentCard,240400.0,48008.23,192391.77,3829,0,Active
CC406860,C106860,StudentCard,236600.0,38552.7,198047.3,15121,999,Active
CC406582,C106582,CashbackCard,229000.0,100964.81,128035.19,6602,2999,Active
CC408604,C108604,PremiumCard,63200.0,37481.47,25718.53,4943,0,Active
CC400945,C100945,StudentCard,143000.0,61496.86,81503.14,6377,999,Active
CC403375,C103375,FuelCard,201700.0,155136.05,46563.95,8149,0,Active
CC409679,C109679,StudentCard,136300.0,3671.43,132628.57,4172,499,Active
CC408200,C108200,SmartCard,83700.0,18552.69,65147.31,9193,0,Active
CC401476,C101476,PremiumCard,122300.0,35850.14,86449.86,2822,2999,Active
CC406390,C106390,FuelCard,201100.0,25403.43,175696.57,14273,499,Active
CC404723,C104723,PremiumCard,112200.0,38991.11,73208.89,13669,499,Active
CC407442,C107442,TravelCard,349500.0,275775.38,73724.62,16543,999,Active
CC408892,C108892,PremiumCard,52500.0,17960.05,34539.95,8760,999,Active
CC408219,C108219,FuelCard,231200.0,40768.32,190431.68,6427,999,Active
CC404277,C104277,PremiumCard,243200.0,38073.39,205126.61,16058,999,Active
CC404523,C104523,TravelCard,521200.0,349577.13,171622.87,9456,499,Active
CC408073,C108073,CashbackCard,221000.0,129544.65,91455.35,2727,999,Active
CC404930,C104930,PremiumCard,51600.0,36831.72,14768.28,17367,0,Active
CC403372,C103372,StudentCard,148000.0,110716.86,37283.14,6285,2999,Active
CC402758,C102758,TravelCard,153800.0,24030.76,129769.24,12458,499,Active
CC403404,C103404,CashbackCard,23200.0,11407.74,11792.26,13241,2999,Active
CC407830,C107830,PremiumCard,119000.0,82475.1,36524.9,3264,499,Active
CC407949,C107949,CashbackCard,74400.0,24682.46,49717.54,9766,2999,Active
CC405183,C105183,SmartCard,167900.0,121965.14,45934.86,16064,999,Active
CC409682,C109682,StudentCard,67200.0,28908.51,38291.49,2736,2999,Active
CC405069,C105069,PremiumCard,287900.0,21452.33,266447.67,3838,2999,Active
CC404788,C104788,PremiumCard,117200.0,82859.03,34340.97,11859,499,Active
CC407279,C107279,PremiumCard,143500.0,12216.03,131283.97,15918,499,Active
CC407847,C107847,SmartCard,176300.0,25541.6,150758.4,1287,499,Active
CC408664,C108664,FuelCard,93100.0,66300.82,26799.18,14157,999,Active
CC404429,C104429,SmartCard,71000.0,8258.51,62741.49,115,0,Active
CC402825,C102825,SmartCard,244600.0,189140.29,55459.71,10552,499,Active
CC403612,C103612,TravelCard,146700.0,100575.08,46124.92,13998,499,Active
CC405674,C105674,CashbackCard,43100.0,24172.15,18927.85,10925,2999,Active
CC406012,C106012,StudentCard,98800.0,5535.97,93264.03,9001,999,Active
CC407744,C107744,FuelCard,130300.0,62792.25,67507.75,17497,999,Active
CC402579,C102579,TravelCard,281800.0,163414.22,118385.78,19897,2999,Active
CC408145,C108145,CashbackCard,101600.0,36868.4,64731.6,5476,499,Active
CC405849,C105849,PremiumCard,295500.0,203491.97,92008.03,5145,2999,Active
CC409070,C109070,TravelCard,97600.0,17231.93,80368.07,11285,0,Active
CC403336,C103336,StudentCard,132600.0,97747.16,34852.84,2468,999,Active
CC408961,C108961,PremiumCard,170200.0,37078.0,133122.0,8016,499,Active
CC404108,C104108,PremiumCard,48900.0,38475.65,10424.35,2720,499,Active
CC404947,C104947,SmartCard,82700.0,4435.4,78264.6,10372,999,Active
CC401481,C101481,StudentCard,49200.0,6825.79,42374.21,10739,0,Active
CC406879,C106879,SmartCard,240100.0,120387.12,119712.88,18074,999,Active
CC402543,C102543,FuelCard,92600.0,27018.51,65581.49,8381,999,Active
CC408168,C108168,SmartCard,221600.0,18415.75,203184.25,6558,499,Active
CC403505,C103505,StudentCard,176900.0,119116.82,57783.18,3951,999,Active
CC403149,C103149,PremiumCard,143300.0,83472.0,59828.0,2915,499,Active
CC400848,C100848,PremiumCard,106300.0,8627.72,97672.28,316,499,Active
CC407432,C107432,PremiumCard,220200.0,83203.58,136996.42,13953,999,Active
CC402034,C102034,PremiumCard,26000.0,4785.89,21214.11,18060,999,Active
CC407860,C107860,TravelCard,109400.0,37855.38,71544.62,5776,0,Active
CC408811,C108811,PremiumCard,153800.0,72864.85,80935.15,2653,499,Active
CC403312,C103312,CashbackCard,226400.0,146260.53,80139.47,434,2999,Active
CC400118,C100118,CashbackCard,161300.0,80945.47,80354.53,10680,0,Active
CC405908,C105908,TravelCard,299700.0,61263.0,238437.0,9912,499,Active
CC400464,C100464,SmartCard,189300.0,111074.4,78225.6,13297,999,Active
CC407264,C107264,TravelCard,307100.0,116734.1,190365.9,5497,999,Active
CC409084,C109084,FuelCard,245900.0,160869.39,85030.61,8259,999,Active
CC408343,C108343,PremiumCard,215600.0,16639.96,198960.04,17154,0,Active
CC400356,C100356,SmartCard,204400.0,82430.51,121969.49,414,0,Active
CC400478,C100478,StudentCard,216000.0,62397.43,153602.57,222,499,Active
CC403175,C103175,PremiumCard,45900.0,19545.5,26354.5,10126,0,Active
CC406276,C106276,SmartCard,101800.0,19813.1,81986.9,12728,0,Active
CC401988,C101988,SmartCard,158100.0,14251.9,143848.1,14335,2999,Active
CC406629,C106629,StudentCard,146200.0,49470.0,96730.0,6402,999,Active
CC400245,C100245,SmartCard,95400.0,60106.19,35293.81,5109,999,Active
CC407417,C107417,FuelCard,247300.0,68756.74,178543.26,16389,999,Active
CC401386,C101386,FuelCard,179100.0,1310.73,177789.27,4988,0,Active
CC409438,C109438,StudentCard,246000.0,187757.96,58242.04,8301,2999,Active
CC400747,C100747,TravelCard,79800.0,40202.3,39597.7,14521,499,Active
CC405427,C105427,StudentCard,146100.0,107168.08,38931.92,16185,2999,Active
CC401532,C101532,FuelCard,309100.0,106949.38,202150.62,6484,999,Active
CC400104,C100104,TravelCard,112100.0,56118.82,55981.18,4490,999,Active
CC403258,C103258,CashbackCard,112600.0,77924.97,34675.03,12463,499,Active
CC407476,C107476,TravelCard,332900.0,88643.15,244256.85,13244,0,Active
CC406099,C106099,TravelCard,206000.0,89194.73,116805.27,12454,499,Active
CC404722,C104722,TravelCard,366900.0,93883.74,273016.26,17393,2999,Active
CC405262,C105262,StudentCard,282000.0,179698.55,102301.45,7813,499,Active
CC405398,C105398,CashbackCard,91800.0,24753.75,67046.25,6130,999,Active
CC407665,C107665,SmartCard,207600.0,134276.91,73323.09,1421,499,Active
CC401863,C101863,FuelCard,295400.0,123011.03,172388.97,6748,0,Active
CC404316,C104316,SmartCard,99800.0,65742.58,34057.42,1095,999,Active
CC401114,C101114,CashbackCard,323500.0,95451.81,228048.19,222,0,Active
CC406416,C106416,SmartCard,110100.0,36336.69,73763.31,2532,0,Active
CC408450,C108450,SmartCard,241900.0,27647.17,214252.83,10845,2999,Active
CC407514,C107514,PremiumCard,130700.0,74014.1,56685.9,9165,0,Active
CC400413,C100413,TravelCard,113300.0,29961.92,83338.08,5060,0,Active
CC405701,C105701,CashbackCard,167600.0,48579.78,119020.22,18554,499,Active
CC406986,C106986,PremiumCard,111600.0,21781.48,89818.52,18892,999,Active
CC405827,C105827,CashbackCard,172300.0,87120.0,85180.0,7090,2999,Active
CC407452,C107452,TravelCard,283800.0,63030.22,220769.78,18342,499,Active
CC405013,C105013,TravelCard,208100.0,4614.14,203485.86,6923,999,Active
CC404173,C104173,SmartCard,176900.0,6228.29,170671.71,7156,499,Active
CC407011,C107011,PremiumCard,132800.0,65667.36,67132.64,13825,0,Active
CC402894,C102894,PremiumCard,142800.0,109224.01,33575.99,5034,499,Active
CC406939,C106939,SmartCard,151700.0,13708.88,137991.12,19329,2999,Active
CC408258,C108258,CashbackCard,196600.0,136196.13,60403.87,12537,0,Active
CC401110,C101110,PremiumCard,108400.0,55202.58,53197.42,12205,0,Active
CC402759,C102759,TravelCard,260800.0,5240.05,255559.95,4161,0,Active
CC400157,C100157,TravelCard,50000.0,126.82,49873.18,11587,499,Active
CC407767,C107767,PremiumCard,291700.0,81826.64,209873.36,18786,999,Active
CC404536,C104536,StudentCard,20700.0,5285.93,15414.07,19677,999,Active
CC403998,C103998,PremiumCard,180800.0,43041.95,137758.05,1933,999,Active
CC407447,C107447,SmartCard,234600.0,138044.82,96555.18,15427,499,Active
CC400800,C100800,FuelCard,131000.0,86838.17,44161.83,14443,2999,Active
CC403412,C103412,FuelCard,210400.0,152232.69,58167.31,3402,0,Active
CC401525,C101525,CashbackCard,103000.0,47683.6,55316.4,12736,0,Active
CC406440,C106440,FuelCard,130200.0,73938.83,56261.17,9131,999,Active
CC405726,C105726,PremiumCard,193100.0,3439.72,189660.28,3085,999,Active
CC401354,C101354,FuelCard,204500.0,42218.17,162281.83,2556,999,Active
CC405862,C105862,CashbackCard,219500.0,68096.91,151403.09,14861,999,Active
CC400223,C100223,StudentCard,141500.0,51212.63,90287.37,3176,0,Active
CC403925,C103925,SmartCard,94500.0,43474.12,51025.88,4599,0,Active
CC403332,C103332,CashbackCard,143200.0,38280.31,104919.69,19980,0,Active
CC408856,C108856,CashbackCard,57600.0,666.3,56933.7,9016,2999,Active
CC403776,C103776,FuelCard,131800.0,51615.7,80184.3,16014,0,Active
CC402755,C102755,FuelCard,44000.0,12451.22,31548.78,13457,499,Active
CC409345,C109345,FuelCard,86500.0,34185.53,52314.47,17491,2999,Active
CC409280,C109280,StudentCard,177300.0,135721.78,41578.22,1475,499,Active
CC400715,C100715,PremiumCard,137300.0,41312.37,95987.63,15249,999,Active
CC403753,C103753,CashbackCard,156200.0,15312.93,140887.07,1860,999,Active
CC408339,C108339,TravelCard,137200.0,57615.7,79584.3,19734,999,Active
CC401671,C101671,StudentCard,86800.0,57060.42,29739.58,18941,499,Active
CC405766,C105766,CashbackCard,125300.0,4656.55,120643.45,15595,0,Active
CC407780,C107780,StudentCard,107200.0,30919.55,76280.45,6199,2999,Active
CC406995,C106995,FuelCard,134800.0,55190.0,79610.0,19869,2999,Active
CC402095,C102095,TravelCard,109600.0,49646.48,59953.52,8647,999,Active
CC401046,C101046,CashbackCard,152300.0,13613.89,138686.11,1539,0,Active
CC401414,C101414,PremiumCard,199800.0,80539.26,119260.74,18122,999,Active
CC402930,C102930,StudentCard,168200.0,26047.71,142152.29,13506,999,Active
CC401627,C101627,TravelCard,237200.0,94995.45,142204.55,6501,2999,Active
CC409234,C109234,PremiumCard,229700.0,166343.53,63356.47,18913,0,Active
CC409527,C109527,FuelCard,49200.0,8690.69,40509.31,14711,499,Active
CC408322,C108322,StudentCard,141200.0,49600.87,91599.13,15641,2999,Active
CC401171,C101171,SmartCard,139800.0,21917.3,117882.7,6147,499,Active
CC401090,C101090,StudentCard,253000.0,5898.17,247101.83,3849,0,Active
CC400479,C100479,PremiumCard,83900.0,52050.36,31849.64,670,2999,Active
CC405111,C105111,TravelCard,204100.0,127837.36,76262.64,9334,2999,Active
