loan_id,customer_id,loan_type,requested_amount,tenure_months,monthly_income,credit_score,existing_debt,employment_years,loan_status,default_probability_true,defaulted
L303480,C103480,Personal Loan,96346.57,12,79500,654,13728.78,21.3,Pending,0.129,0
L307451,C107451,Personal Loan,83837.31,36,62200,560,12014.67,12.8,Approved,0.2751,0
L303129,C103129,Personal Loan,616515.61,12,85600,651,3435.01,26.1,Pending,0.0671,0
L307151,C107151,Home Loan,3362536.53,60,17800,503,1697.07,14.0,Approved,0.3658,0
L304148,C104148,Home Loan,1459679.59,180,97500,557,2679.47,11.7,Pending,0.1639,0
L302613,C102613,Home Loan,4503326.53,84,47100,747,2322.93,10.2,Approved,0.0984,0
L304535,C104535,Education Loan,1786553.26,12,53300,634,2481.49,7.3,Approved,0.1977,1
L307553,C107553,Business Loan,2064839.6,24,115900,782,33993.05,19.0,Approved,0.0954,0
L304412,C104412,Business Loan,4136987.91,36,51800,632,1554.23,3.2,Approved,0.1616,0
L306865,C106865,Education Loan,1284260.41,60,73800,761,5006.64,9.3,Approved,0.0595,0
L302397,C102397,Business Loan,362222.79,180,94900,480,21638.72,7.6,Pending,0.3633,1
L309954,C109954,Vehicle Loan,964877.54,36,103500,763,21919.89,13.7,Approved,0.1012,0
L304012,C104012,Personal Loan,464590.72,120,11900,650,2418.68,15.8,Approved,0.145,1
L309429,C109429,Personal Loan,666055.81,36,118000,760,30421.95,17.8,Pending,0.091,0
L302266,C102266,Vehicle Loan,158856.1,36,32600,719,9596.87,11.4,Pending,0.1943,0
L304351,C104351,Personal Loan,576634.75,12,70600,798,18585.78,7.5,Approved,0.139,0
L301651,C101651,Business Loan,4569976.63,120,28500,683,4512.03,0.0,Pending,0.2012,0
L303412,C103412,Business Loan,2789562.29,180,68800,786,1468.46,5.8,Approved,0.0386,0
L302926,C102926,Vehicle Loan,260130.04,12,71100,753,319.92,24.1,Pending,0.055,0
L309765,C109765,Business Loan,4174532.27,36,51000,692,13918.87,10.9,Pending,0.1482,0
L309103,C109103,Personal Loan,202871.36,24,36600,692,13951.6,11.2,Pending,0.1917,1
L304652,C104652,Personal Loan,138409.59,12,54300,659,17835.04,7.5,Approved,0.2075,0
L301386,C101386,Vehicle Loan,1092338.09,120,66000,701,9938.67,19.3,Pending,0.0871,0
L302920,C102920,Business Loan,4277003.37,180,27200,706,467.46,3.0,Pending,0.2002,0
L300186,C100186,Vehicle Loan,629209.99,180,45900,715,0.0,3.2,Approved,0.0627,0
L303476,C103476,Personal Loan,788518.13,84,55400,868,2760.62,20.5,Pending,0.0205,0
L304624,C104624,Business Loan,3017239.25,180,35600,787,0.0,11.2,Approved,0.0455,0
L306616,C106616,Personal Loan,299801.69,180,55900,715,1950.86,6.5,Approved,0.0824,0
L305162,C105162,Vehicle Loan,320630.24,36,69700,643,8023.86,7.7,Approved,0.1417,1
L308442,C108442,Vehicle Loan,1239493.42,24,68700,715,9444.08,2.8,Approved,0.1231,0
L307587,C107587,Education Loan,1360418.54,120,16500,661,1999.46,5.3,Approved,0.2008,0
L308476,C108476,Education Loan,1355013.55,24,41400,656,5210.66,11.5,Approved,0.136,0
L302651,C102651,Home Loan,3445625.17,24,20600,670,6191.8,19.5,Approved,0.2605,1
L306691,C106691,Personal Loan,419499.4,60,39200,632,3952.74,7.4,Approved,0.1532,0
L309590,C109590,Vehicle Loan,1186279.04,24,21200,504,5253.48,2.5,Approved,0.47,0
L308731,C108731,Education Loan,450346.33,120,71000,764,10155.48,1.9,Approved,0.0678,0
L300519,C100519,Business Loan,1484776.78,24,82000,652,13345.76,17.6,Pending,0.1374,0
L306968,C106968,Personal Loan,499658.16,84,101000,668,23664.11,15.2,Approved,0.1124,0
L305336,C105336,Personal Loan,603732.42,36,126500,560,24976.73,8.9,Approved,0.3108,0
L304224,C104224,Education Loan,1455331.37,180,44800,760,1938.27,26.7,Pending,0.0406,0
L307704,C107704,Vehicle Loan,1403494.38,12,102200,633,10075.04,17.4,Pending,0.1632,0
L304770,C104770,Home Loan,7953231.53,84,38900,442,3805.64,9.5,Pending,0.4264,1
L300131,C100131,Home Loan,1227049.72,60,64700,623,5287.52,15.7,Approved,0.1655,0
L304800,C104800,Education Loan,476511.9,84,48800,691,771.62,9.5,Approved,0.0949,0
L309683,C109683,Personal Loan,482357.45,12,138200,752,12620.16,14.7,Pending,0.1032,0
L300377,C100377,Home Loan,5347819.5,12,133200,626,14001.75,27.2,Approved,0.1288,0
L308984,C108984,Education Loan,730200.33,24,40600,588,0.0,7.8,Approved,0.1777,0
L300642,C100642,Business Loan,900703.61,12,49300,639,8162.84,16.6,Approved,0.1951,0
L309634,C109634,Vehicle Loan,491680.08,12,62800,677,11178.66,7.6,Approved,0.2078,0
L303135,C103135,Home Loan,2259474.73,180,65900,622,6517.59,0.0,Approved,0.173,0
L300652,C100652,Home Loan,6595930.98,60,59900,636,5552.11,4.0,Pending,0.2824,1
L305406,C105406,Personal Loan,699501.2,180,76500,542,16696.57,16.9,Approved,0.141,1
L308347,C108347,Education Loan,1837989.88,12,47700,823,5370.29,8.2,Approved,0.0804,0
L301481,C101481,Personal Loan,623574.76,12,20800,761,3771.28,0.0,Pending,0.1502,0
L300868,C100868,Personal Loan,684185.63,12,60800,825,6984.23,11.4,Approved,0.0463,0
L308100,C108100,Home Loan,7257814.01,36,56900,631,12476.04,4.6,Approved,0.2623,0
L305324,C105324,Vehicle Loan,1472685.95,120,48600,851,3586.31,11.4,Approved,0.036,1
L302777,C102777,Business Loan,3560511.48,180,24800,561,501.21,17.7,Pending,0.1133,0
L307166,C107166,Vehicle Loan,1223886.11,180,50000,755,2320.57,20.4,Approved,0.0567,0
L309322,C109322,Vehicle Loan,1012810.28,180,22600,756,4974.73,17.0,Approved,0.0736,0
L304590,C104590,Education Loan,1296679.05,12,51400,556,9573.98,13.1,Approved,0.2504,1
L306348,C106348,Business Loan,3388213.05,36,63600,583,12510.18,14.1,Pending,0.1679,0
L306641,C106641,Home Loan,6042360.24,120,39500,805,9339.75,0.0,Approved,0.101,0
L305824,C105824,Home Loan,4013334.76,24,99700,746,13997.61,18.8,Approved,0.0729,0
L301985,C101985,Business Loan,3638801.3,180,61000,613,6617.37,23.0,Approved,0.1835,0
L308772,C108772,Personal Loan,73052.5,12,59400,672,14309.01,5.7,Approved,0.1384,0
L304928,C104928,Education Loan,1824044.52,12,71700,794,11643.84,6.7,Approved,0.0935,0
L301956,C101956,Home Loan,6301616.44,36,63700,600,9040.95,17.2,Pending,0.175,0
L307675,C107675,Business Loan,940004.47,36,27500,674,2635.93,0.8,Approved,0.1129,0
L300607,C100607,Vehicle Loan,432799.71,36,88300,663,14794.2,12.4,Approved,0.1454,0
L305456,C105456,Personal Loan,613526.63,24,42400,603,1245.92,5.8,Pending,0.1791,0
L303128,C103128,Business Loan,1735688.03,60,76300,725,16292.76,9.9,Approved,0.1299,0
L309897,C109897,Vehicle Loan,1191488.66,180,71900,585,22087.69,19.9,Approved,0.1571,0
L300253,C100253,Education Loan,600942.69,180,42200,606,10521.75,11.5,Approved,0.2381,0
L304763,C104763,Home Loan,1933582.26,180,57100,751,0.0,2.5,Pending,0.0908,0
L306066,C106066,Vehicle Loan,985908.9,180,15000,704,4393.98,5.8,Pending,0.2509,0
L303415,C103415,Business Loan,4936514.17,60,73600,603,11813.4,8.4,Pending,0.2653,1
L300343,C100343,Vehicle Loan,728527.36,24,76100,738,7712.22,10.1,Approved,0.0821,0
L307385,C107385,Education Loan,1157863.23,60,77200,723,18434.02,1.5,Approved,0.1586,0
L307802,C107802,Personal Loan,687846.3,24,62100,656,19353.41,17.5,Approved,0.2411,1
L302630,C102630,Education Loan,1382656.28,180,77500,795,18160.34,14.8,Approved,0.1054,0
L303722,C103722,Education Loan,373939.5,60,58200,771,8615.45,27.6,Pending,0.0408,0
L300720,C100720,Home Loan,2922028.36,120,27700,753,2755.18,4.6,Pending,0.1435,0
L303114,C103114,Vehicle Loan,1068000.8,60,81100,650,18967.41,9.0,Approved,0.1857,0
L306889,C106889,Vehicle Loan,884967.73,180,90600,739,7156.95,31.2,Approved,0.0619,0
L307564,C107564,Home Loan,6070329.6,84,65400,618,8790.4,9.1,Pending,0.1911,0
L304499,C104499,Education Loan,269740.32,60,55800,779,12910.24,7.1,Approved,0.0935,0
L301068,C101068,Education Loan,925495.26,180,56200,684,11427.49,9.9,Approved,0.1273,0
L307589,C107589,Personal Loan,523927.97,180,65900,701,21505.02,19.3,Approved,0.134,0
L307610,C107610,Education Loan,293166.76,180,90600,679,3754.23,1.6,Pending,0.1066,0
L302093,C102093,Home Loan,6810704.41,120,8000,609,355.83,5.0,Pending,0.3041,0
L309506,C109506,Vehicle Loan,816199.86,60,54400,731,0.0,2.5,Pending,0.0966,1
L306398,C106398,Home Loan,1758585.75,36,24200,752,2434.23,7.7,Pending,0.0887,0
L306863,C106863,Vehicle Loan,882655.72,84,49600,607,5499.49,14.3,Approved,0.1341,0
L309241,C109241,Business Loan,3493847.55,180,96000,766,0.0,3.8,Pending,0.0809,0
L300147,C100147,Vehicle Loan,1215301.74,180,113200,760,21526.0,3.9,Pending,0.1056,0
L302567,C102567,Business Loan,3313364.67,12,99200,707,9208.82,23.8,Approved,0.1,0
L304154,C104154,Personal Loan,175879.38,180,79400,702,20448.28,2.4,Approved,0.1745,1
L302982,C102982,Business Loan,1629546.3,84,19300,678,3140.77,27.5,Pending,0.087,0
L305557,C105557,Home Loan,4153094.56,60,56500,564,9661.1,4.9,Approved,0.2861,0
L304263,C104263,Home Loan,1693189.7,84,22100,757,0.0,27.0,Pending,0.0344,0
L300797,C100797,Personal Loan,674975.93,36,15700,633,1060.75,5.4,Approved,0.1831,0
L305141,C105141,Education Loan,965350.17,84,55400,581,10498.52,0.0,Approved,0.3213,1
L306043,C106043,Education Loan,1799514.22,60,56400,507,3336.03,17.4,Approved,0.2001,0
L303532,C103532,Home Loan,4366189.76,36,49400,584,3249.13,1.7,Approved,0.2218,0
L304027,C104027,Personal Loan,383797.87,120,48100,633,15706.8,9.5,Approved,0.2324,0
L301685,C101685,Vehicle Loan,727359.18,120,80200,798,14274.87,5.1,Approved,0.0779,0
L309184,C109184,Home Loan,1867722.12,60,23700,663,0.0,26.6,Approved,0.1022,0
L307502,C107502,Business Loan,1297781.08,60,78700,598,15056.58,27.1,Approved,0.1475,0
L301478,C101478,Personal Loan,330717.12,84,49000,755,13264.43,7.9,Pending,0.1546,0
L301235,C101235,Personal Loan,202512.94,12,56800,739,6061.49,11.0,Pending,0.0655,0
L306634,C106634,Personal Loan,440510.2,60,64600,634,6787.57,20.7,Approved,0.0978,0
L306549,C106549,Vehicle Loan,665622.68,24,169900,713,48246.85,8.2,Approved,0.1711,0
L302119,C102119,Business Loan,3799546.4,120,175100,429,11714.57,7.6,Pending,0.4627,0
L302881,C102881,Vehicle Loan,806193.05,12,72200,673,13502.42,8.2,Approved,0.1554,0
L306656,C106656,Business Loan,4212839.79,84,80200,628,18159.98,15.5,Approved,0.202,0
L303773,C103773,Education Loan,1401416.48,84,53400,509,3805.37,3.8,Pending,0.2427,1
L305919,C105919,Personal Loan,344837.11,24,99800,557,11876.96,15.9,Pending,0.2893,0
L301895,C101895,Vehicle Loan,1247652.6,24,100200,658,18905.91,12.7,Approved,0.1282,0
L304227,C104227,Business Loan,1728924.88,36,60100,695,12918.47,11.2,Approved,0.1564,1
L303623,C103623,Vehicle Loan,549849.26,84,117200,771,12705.69,6.4,Approved,0.0794,1
L307091,C107091,Business Loan,1042966.23,120,83400,598,20326.66,4.5,Pending,0.2461,0
L304684,C104684,Education Loan,1455225.05,180,75500,709,18183.72,18.9,Approved,0.0839,0
L308128,C108128,Education Loan,528562.89,84,18000,815,3357.85,8.0,Pending,0.053,0
L308813,C108813,Education Loan,874525.3,60,76200,603,2071.69,30.7,Approved,0.0609,1
L308281,C108281,Home Loan,2616436.46,12,44700,707,1987.94,7.8,Approved,0.1247,0
L304458,C104458,Education Loan,1727397.14,180,18600,627,3217.34,4.1,Approved,0.2509,0
L306093,C106093,Vehicle Loan,601399.73,12,80500,612,8575.01,13.4,Approved,0.1673,0
L303455,C103455,Home Loan,6290280.27,60,84600,828,8067.64,12.1,Pending,0.0463,0
L308263,C108263,Home Loan,4465216.68,84,58600,606,14342.98,5.4,Approved,0.1997,0
L302423,C102423,Vehicle Loan,139772.75,24,67300,727,23171.07,28.7,Approved,0.1271,0
L300463,C100463,Vehicle Loan,1115255.98,180,119500,662,23491.95,11.9,Approved,0.137,0
L305888,C105888,Business Loan,2679740.52,24,62200,591,6065.27,24.5,Approved,0.1833,1
L308754,C108754,Education Loan,324156.31,180,72600,616,11374.21,15.9,Approved,0.1264,0
L308757,C108757,Education Loan,174427.02,36,87100,681,0.0,26.6,Pending,0.0556,1
L307037,C107037,Home Loan,3956026.81,12,84100,735,1506.41,20.6,Pending,0.089,0
L308410,C108410,Vehicle Loan,101804.14,60,66000,629,2386.27,22.0,Pending,0.095,0
L303553,C103553,Education Loan,950291.53,24,89500,769,0.0,18.7,Approved,0.0485,0
L303300,C103300,Education Loan,872576.67,120,163900,754,33973.01,17.2,Approved,0.0904,0
L300858,C100858,Education Loan,1834298.57,60,86700,574,0.0,21.5,Approved,0.1619,0
L307689,C107689,Home Loan,1331309.75,84,85800,686,12226.93,20.8,Pending,0.1045,0
L308138,C108138,Vehicle Loan,347292.89,36,72700,682,22484.42,13.1,Approved,0.1804,0
L309567,C109567,Personal Loan,676397.23,120,79800,637,21403.65,16.0,Approved,0.1285,0
L300134,C100134,Education Loan,779474.74,84,18600,729,3563.01,21.6,Approved,0.0587,1
L309396,C109396,Business Loan,4183539.97,24,62400,767,1736.89,8.9,Pending,0.081,0
L301678,C101678,Education Loan,1867855.9,12,67200,758,8726.35,28.3,Approved,0.0896,0
L306671,C106671,Vehicle Loan,870210.21,120,69200,656,5973.85,11.0,Approved,0.0942,0
L305313,C105313,Education Loan,896558.18,60,50300,673,3870.88,10.4,Approved,0.1038,0
L301973,C101973,Vehicle Loan,499528.94,24,43400,550,7411.9,11.7,Approved,0.2587,0
L301106,C101106,Vehicle Loan,887375.42,120,51500,737,10254.09,5.8,Approved,0.1093,0
L308799,C108799,Business Loan,1307120.87,24,57800,658,10010.87,11.1,Approved,0.1171,0
L302441,C102441,Personal Loan,122356.51,180,21000,709,6074.54,0.0,Approved,0.1766,0
L307129,C107129,Personal Loan,290351.82,36,27600,768,4210.01,11.3,Approved,0.0898,0
L306646,C106646,Business Loan,3605669.28,120,64500,878,2791.92,3.7,Approved,0.0318,0
L302011,C102011,Home Loan,3627836.42,36,43100,576,0.0,12.3,Approved,0.2205,0
L308674,C108674,Personal Loan,529327.99,36,84100,543,11169.4,18.0,Approved,0.2627,0
L300507,C100507,Business Loan,995127.04,120,62200,657,12776.51,4.4,Pending,0.2314,0
L301888,C101888,Business Loan,815037.25,60,98500,818,3306.17,1.2,Approved,0.0585,0
L306353,C106353,Personal Loan,560138.99,60,35400,734,478.62,14.3,Pending,0.0516,0
L309160,C109160,Personal Loan,596518.99,84,70100,823,11132.32,20.6,Approved,0.0413,0
L300581,C100581,Vehicle Loan,403832.59,36,38800,691,9545.26,11.7,Approved,0.1463,1
L309524,C109524,Home Loan,3806977.22,180,47800,618,6918.93,13.4,Pending,0.2399,0
L308439,C108439,Vehicle Loan,596404.4,60,44900,598,516.46,21.0,Approved,0.0753,0
L306397,C106397,Business Loan,2442759.14,36,105500,610,4682.69,4.1,Approved,0.2132,0
L308759,C108759,Vehicle Loan,317216.59,180,40500,752,5656.05,0.4,Pending,0.1482,0
L303664,C103664,Vehicle Loan,452509.3,84,57200,633,2062.86,13.7,Approved,0.1466,0
L305779,C105779,Personal Loan,385915.39,24,55200,640,6962.53,3.9,Approved,0.1795,0
L301555,C101555,Education Loan,709112.28,24,51700,634,0.0,5.3,Pending,0.1308,0
L305386,C105386,Vehicle Loan,648936.26,84,50900,855,0.0,8.2,Approved,0.0238,0
L309455,C109455,Home Loan,7839506.17,24,46900,687,0.0,6.9,Pending,0.1641,0
L306130,C106130,Personal Loan,234728.87,84,51800,787,563.91,2.6,Approved,0.084,1
L304988,C104988,Home Loan,7602984.98,36,57900,690,0.0,21.5,Approved,0.1355,0
L308999,C108999,Home Loan,6004821.91,60,70400,670,11856.4,23.3,Approved,0.0974,0
L307698,C107698,Education Loan,987942.56,180,19500,637,5169.12,0.8,Pending,0.2712,0
L307086,C107086,Personal Loan,441931.14,36,57200,701,6684.92,11.6,Pending,0.1023,0
L308501,C108501,Personal Loan,473429.65,120,43000,647,5769.78,7.8,Approved,0.1586,0
L301215,C101215,Personal Loan,588430.01,12,72700,756,8780.68,4.4,Approved,0.0757,0
L303271,C103271,Personal Loan,731441.25,12,39200,591,5295.58,10.6,Approved,0.2463,0
L300099,C100099,Business Loan,2648428.51,84,10000,781,1667.11,2.9,Approved,0.1437,0
L309023,C109023,Personal Loan,636626.17,24,58200,705,16756.71,19.2,Approved,0.1005,0
L302981,C102981,Business Loan,859498.3,84,8500,634,1071.97,1.0,Approved,0.256,1
L309451,C109451,Home Loan,2479566.34,84,16200,739,3644.13,6.4,Approved,0.1544,0
L307429,C107429,Education Loan,1649033.77,24,81900,721,11135.11,18.5,Approved,0.0783,0
L309633,C109633,Personal Loan,414280.66,120,30700,689,2156.02,2.6,Approved,0.1106,0
L301488,C101488,Vehicle Loan,911792.46,180,81500,708,9127.87,2.2,Approved,0.1335,0
L309981,C109981,Vehicle Loan,162230.9,60,113700,566,32602.0,0.0,Approved,0.4321,1
L302544,C102544,Vehicle Loan,702753.88,60,78500,694,16794.47,30.3,Approved,0.0677,0
L302084,C102084,Personal Loan,703904.55,84,58700,662,1744.22,2.3,Approved,0.1215,1
L309826,C109826,Business Loan,2691969.13,24,46400,624,8978.83,34.7,Approved,0.1517,0
L300725,C100725,Home Loan,4328024.48,84,8000,646,113.9,3.3,Pending,0.2395,0
L306605,C106605,Vehicle Loan,1171213.59,12,45100,803,10311.38,7.6,Approved,0.0922,1
L309802,C109802,Personal Loan,716502.93,36,77100,648,0.0,21.5,Approved,0.0691,0
L300583,C100583,Home Loan,2004755.32,180,81100,735,22058.52,0.8,Approved,0.0944,0
L306708,C106708,Education Loan,1037737.48,84,58500,647,2956.62,5.7,Approved,0.1794,1
L302065,C102065,Education Loan,1017437.18,84,36400,727,7143.54,9.1,Pending,0.12,0
L304867,C104867,Home Loan,6935037.88,36,37100,677,1415.05,11.7,Pending,0.0801,0
L308047,C108047,Personal Loan,205632.94,60,88700,798,11069.66,26.2,Pending,0.0241,0
L302386,C102386,Education Loan,1942519.14,36,64200,650,14454.65,25.2,Pending,0.1194,0
L300387,C100387,Home Loan,6147066.82,24,57500,653,16217.8,11.8,Approved,0.2957,1
L308344,C108344,Vehicle Loan,608613.93,120,63000,726,12638.48,8.3,Approved,0.0976,0
L304298,C104298,Home Loan,2172156.11,12,78600,705,16698.74,0.4,Approved,0.1367,0
L309447,C109447,Education Loan,1599695.0,12,74300,685,8381.77,17.0,Approved,0.1262,0
L305815,C105815,Personal Loan,467670.34,60,62500,692,0.0,0.6,Pending,0.1361,1
L304862,C104862,Education Loan,1698819.23,120,56800,670,5762.62,8.8,Approved,0.1537,0
L303494,C103494,Home Loan,4226233.58,12,55700,594,149.13,17.8,Pending,0.178,0
L300822,C100822,Personal Loan,465112.15,84,136200,582,39429.46,5.0,Approved,0.2936,0
L302380,C102380,Education Loan,954918.7,24,62800,742,25529.58,5.5,Approved,0.2487,1
L306999,C106999,Personal Loan,270261.68,84,44100,622,0.0,21.2,Pending,0.1284,0
L309597,C109597,Education Loan,319715.33,24,69100,821,5478.11,17.6,Approved,0.0294,0
L307121,C107121,Vehicle Loan,1376254.08,60,91300,692,3104.44,19.2,Approved,0.0597,0
L302241,C102241,Personal Loan,271585.56,84,75700,873,8382.6,16.1,Approved,0.0271,0
L308418,C108418,Home Loan,1172793.03,12,93400,808,34559.88,18.9,Pending,0.0935,0
L306331,C106331,Personal Loan,494761.72,24,45500,601,5756.58,23.3,Approved,0.1175,0
L304869,C104869,Education Loan,725100.75,36,20700,764,3555.53,20.1,Approved,0.0506,0
L300243,C100243,Business Loan,4909735.88,120,82600,760,9815.19,6.3,Approved,0.076,0
L308108,C108108,Business Loan,4034961.19,84,53300,715,11324.99,10.9,Approved,0.1581,0
L305602,C105602,Home Loan,6128175.16,60,10200,686,2139.45,0.0,Approved,0.4455,0
L304942,C104942,Education Loan,700713.42,24,64600,617,9716.64,25.8,Pending,0.1387,0
L307478,C107478,Personal Loan,57617.37,180,40300,801,8402.73,28.7,Approved,0.0488,0
L300889,C100889,Business Loan,3588797.43,120,63900,741,18723.58,5.9,Approved,0.1228,1
L308653,C108653,Vehicle Loan,1362221.67,60,61200,798,12901.98,1.5,Approved,0.0762,0
L305676,C105676,Business Loan,3914769.2,120,55900,747,6511.82,17.3,Approved,0.0861,0
L303341,C103341,Personal Loan,657724.12,12,38700,498,7051.65,10.8,Pending,0.3688,0
L302887,C102887,Personal Loan,267830.28,24,38700,894,4873.18,1.8,Approved,0.0307,0
L303767,C103767,Vehicle Loan,1378282.97,60,63600,742,0.0,24.5,Approved,0.0296,0
L305195,C105195,Home Loan,3276833.2,120,16300,620,88.2,4.2,Pending,0.2013,1
L309144,C109144,Business Loan,2186614.17,180,75500,747,20005.39,27.6,Pending,0.06,0
L301223,C101223,Education Loan,1086422.11,120,90700,636,6919.01,16.9,Pending,0.1257,0
L302485,C102485,Vehicle Loan,974193.77,24,50800,719,4174.13,8.7,Pending,0.0872,0
L305991,C105991,Education Loan,1136740.6,24,8500,755,2605.27,17.4,Pending,0.2073,0
L308498,C108498,Vehicle Loan,1071766.9,24,61800,670,2396.99,18.1,Approved,0.1155,0
L303708,C103708,Business Loan,4804977.47,12,66600,647,9661.16,9.1,Approved,0.3044,0
L306372,C106372,Personal Loan,655386.06,84,82500,597,582.2,9.7,Approved,0.1337,0
L304584,C104584,Education Loan,1115016.69,60,57600,666,15250.05,12.4,Pending,0.1954,0
L301494,C101494,Business Loan,3708343.42,24,27900,566,247.58,14.8,Pending,0.2181,0
L306511,C106511,Business Loan,2347819.03,60,60400,698,2757.5,26.4,Pending,0.0872,0
L307718,C107718,Education Loan,926726.58,36,93800,738,10262.44,10.0,Approved,0.0821,0
L304587,C104587,Business Loan,2612449.71,12,96700,688,5260.25,10.6,Approved,0.1266,0
L307072,C107072,Business Loan,4114072.81,84,73900,518,15688.23,18.5,Approved,0.2806,1
L308906,C108906,Education Loan,1322327.24,180,109100,647,29949.47,28.7,Pending,0.1019,0
L304432,C104432,Home Loan,5884277.31,60,66600,716,8953.81,22.6,Approved,0.0919,0
L308737,C108737,Education Loan,998822.56,84,26200,618,0.0,3.6,Approved,0.1566,0
L301486,C101486,Vehicle Loan,1000752.46,180,75400,744,16593.15,4.6,Approved,0.1253,0
L301110,C101110,Education Loan,1065651.14,120,56100,614,8121.14,6.1,Approved,0.2105,1
L301074,C101074,Home Loan,7819319.51,60,88600,874,19462.0,11.8,Pending,0.0638,0
L304403,C104403,Personal Loan,587566.91,24,83100,664,16581.96,27.6,Approved,0.1243,0
L307580,C107580,Home Loan,3028102.62,36,43600,658,4783.93,0.0,Approved,0.2028,0
L304299,C104299,Business Loan,3648891.7,180,64800,735,8738.12,1.2,Approved,0.1033,0
L309428,C109428,Personal Loan,675372.37,84,78300,635,4095.47,4.1,Approved,0.1783,0
L303675,C103675,Education Loan,1436226.94,180,120200,785,25617.92,8.1,Pending,0.0916,0
L301098,C101098,Business Loan,221827.8,12,61900,728,14313.04,0.2,Approved,0.2373,0
L308187,C108187,Education Loan,427891.36,120,63500,756,14040.45,5.7,Approved,0.1066,0
L307449,C107449,Business Loan,3635979.97,60,93500,749,0.0,8.6,Pending,0.0481,0
L307854,C107854,Personal Loan,552127.92,84,22100,695,5809.57,16.5,Pending,0.1422,0
L308058,C108058,Education Loan,1106561.73,120,86800,900,24155.53,17.8,Approved,0.0498,0
L306478,C106478,Vehicle Loan,934441.57,120,60600,767,13397.85,14.2,Pending,0.083,0
L309632,C109632,Vehicle Loan,212636.13,24,25100,712,7037.46,7.1,Pending,0.1664,0
L300467,C100467,Business Loan,4685784.82,12,65100,681,12818.67,13.7,Approved,0.2489,0
L302361,C102361,Vehicle Loan,199719.33,120,64700,741,13525.73,23.6,Approved,0.0838,0
L306859,C106859,Education Loan,1103683.82,180,118500,629,13793.43,27.4,Approved,0.0753,0
L306381,C106381,Personal Loan,255261.4,180,20400,766,4455.18,2.0,Approved,0.117,0
L308507,C108507,Home Loan,3881341.6,60,43400,647,8076.43,17.6,Pending,0.168,0
L300932,C100932,Education Loan,1198639.54,60,56000,696,15836.75,4.2,Approved,0.1349,0
L302217,C102217,Personal Loan,342471.53,180,98700,513,23032.77,21.0,Pending,0.3281,0
L301552,C101552,Home Loan,3540713.82,24,54400,791,17635.91,10.3,Pending,0.1581,0
L300968,C100968,Personal Loan,412469.76,120,46800,767,10539.46,25.7,Approved,0.0696,0
L305272,C105272,Education Loan,803699.51,60,83800,692,1326.33,5.0,Pending,0.0805,0
L300070,C100070,Home Loan,3150324.0,120,62500,751,6731.93,22.8,Approved,0.0325,0
L305862,C105862,Business Loan,4566697.26,120,57600,845,5515.94,16.9,Approved,0.0434,1
L309468,C109468,Personal Loan,381416.5,36,73400,628,20433.84,15.3,Approved,0.2484,0
L307057,C107057,Business Loan,1728261.82,180,24200,661,5952.77,30.0,Approved,0.0979,1
L302985,C102985,Education Loan,1850626.0,180,74400,658,23016.21,7.3,Pending,0.1939,0
L309305,C109305,Business Loan,2742596.1,12,41000,519,15654.54,3.7,Rejected,0.5864,1
L307533,C107533,Personal Loan,218183.85,36,74100,856,19651.08,4.8,Approved,0.1032,0
L302695,C102695,Education Loan,1379919.45,120,92200,858,14549.09,9.4,Approved,0.033,0
L308869,C108869,Home Loan,6608765.03,84,24000,630,4107.11,5.0,Approved,0.2018,0
L302944,C102944,Personal Loan,155119.7,120,112000,661,24996.97,29.1,Approved,0.1566,0
L304680,C104680,Business Loan,2701553.15,24,63400,854,10702.68,3.9,Approved,0.0953,0
L302879,C102879,Business Loan,3686448.15,120,24300,671,3781.2,23.3,Pending,0.1431,0
L301258,C101258,Home Loan,6406161.85,84,52800,880,13277.31,10.4,Pending,0.0793,0
L304329,C104329,Education Loan,1491742.14,84,87100,695,15784.14,18.2,Approved,0.1336,1
L307541,C107541,Personal Loan,355850.81,60,102500,609,20036.24,33.9,Approved,0.0938,0
L307984,C107984,Business Loan,1924181.38,84,112700,701,3358.6,18.5,Approved,0.0689,0
L305294,C105294,Vehicle Loan,949456.18,120,66100,702,27347.64,19.6,Approved,0.1429,0
L309334,C109334,Vehicle Loan,529236.55,36,52400,572,3029.43,19.5,Approved,0.1314,0
L301637,C101637,Home Loan,4122482.15,180,104400,655,7702.04,12.6,Approved,0.1047,1
L307746,C107746,Business Loan,1183987.81,120,21700,818,1533.72,9.6,Approved,0.0574,0
L301646,C101646,Home Loan,7578870.55,24,47200,675,10358.85,6.1,Approved,0.3518,0
L303542,C103542,Education Loan,1607207.19,24,60700,693,10057.96,1.8,Pending,0.1637,0
L302743,C102743,Personal Loan,318063.48,120,29400,683,6308.35,19.4,Approved,0.0687,0
L308441,C108441,Personal Loan,668917.12,120,67700,678,6526.22,3.8,Approved,0.1368,0
L307700,C107700,Business Loan,1952486.96,24,36800,569,0.0,13.0,Approved,0.2541,0
L300990,C100990,Education Loan,1886876.77,84,78500,620,20099.67,6.6,Pending,0.2647,0
L302431,C102431,Personal Loan,621375.59,24,62800,690,7885.36,8.3,Approved,0.104,0
L301718,C101718,Home Loan,3636012.98,36,81300,744,12260.17,5.1,Approved,0.0957,0
