account_id,customer_id,account_type,balance,interest_rate,status
A207446,C105735,Premium,152094.2,6.26,Active
A207447,C105736,Savings,72593.47,3.31,Active
A207448,C105737,Savings,27180.75,5.54,Active
A207449,C105738,Savings,382419.97,6.13,Dormant
A207450,C105739,Premium,194372.06,2.73,Active
A207451,C105739,Premium,167903.56,5.17,Active
A207452,C105740,Salary,22070.1,4.64,Dormant
A207453,C105741,Savings,83527.77,5.55,Dormant
A207454,C105742,Savings,138735.03,4.65,Active
A207455,C105743,Salary,69656.41,4.84,Active
A207456,C105744,Savings,89527.45,4.97,Dormant
A207457,C105745,Savings,112514.88,5.8,Dormant
A207458,C105746,Premium,225201.28,2.73,Active
A207459,C105747,Savings,109696.36,3.74,Active
A207460,C105748,Savings,92527.83,5.78,Dormant
A207461,C105748,Savings,7135.18,4.72,Active
A207462,C105749,Salary,56234.91,5.75,Active
A207463,C105750,Salary,204354.48,6.27,Dormant
A207464,C105751,Savings,287918.53,2.92,Active
A207465,C105752,Current,361900.52,6.08,Dormant
A207466,C105753,Salary,333004.45,2.94,Active
A207467,C105753,Salary,50012.35,5.34,Active
A207468,C105754,Salary,295586.6,2.78,Active
A207469,C105755,Current,255261.11,6.05,Dormant
A207470,C105756,Salary,89044.63,6.49,Active
A207471,C105757,Savings,124680.92,3.48,Active
A207472,C105758,Premium,47954.86,4.29,Active
A207473,C105759,Savings,5423.31,3.54,Active
A207474,C105760,Savings,174219.9,3.65,Active
A207475,C105761,Savings,384501.09,5.91,Active
A207476,C105762,Salary,217897.41,4.71,Active
A207477,C105762,Salary,378343.32,4.04,Dormant
A207478,C105763,Savings,150719.99,3.91,Dormant
A207479,C105764,Premium,181699.6,5.68,Active
A207480,C105764,Savings,114308.5,3.8,Dormant
A207481,C105765,Salary,253991.66,5.09,Active
A207482,C105766,Savings,76431.62,2.8,Dormant
A207483,C105767,Current,100802.89,5.02,Active
A207484,C105767,Savings,12929.76,5.34,Active
A207485,C105768,Salary,88573.87,3.03,Active
A207486,C105769,Savings,8636.46,6.44,Dormant
A207487,C105770,Savings,252468.18,2.86,Active
A207488,C105771,Premium,28058.86,6.25,Dormant
A207489,C105772,Salary,96072.09,5.93,Active
A207490,C105772,Savings,13992.63,4.42,Active
A207491,C105773,Savings,111023.93,5.02,Active
A207492,C105773,Savings,83080.29,5.26,Active
A207493,C105774,Savings,52035.97,6.08,Active
A207494,C105775,Savings,178190.9,6.34,Active
A207495,C105775,Savings,95217.85,3.71,Active
A207496,C105776,Salary,24499.74,4.89,Active
A207497,C105776,Savings,37019.04,2.65,Active
A207498,C105777,Salary,179393.34,4.08,Active
A207499,C105778,Savings,354754.82,4.71,Active
A207500,C105779,Premium,65474.36,3.65,Dormant
A207501,C105780,Savings,60838.2,5.15,Dormant
A207502,C105781,Current,105664.52,5.44,Active
A207503,C105781,Savings,188364.89,4.53,Active
A207504,C105782,Current,200842.83,3.34,Active
A207505,C105783,Current,198217.78,2.93,Dormant
A207506,C105783,Savings,201880.51,6.34,Active
A207507,C105784,Salary,35507.68,3.09,Active
A207508,C105785,Premium,61755.43,5.51,Dormant
A207509,C105786,Savings,256693.55,3.13,Dormant
A207510,C105787,Savings,162187.25,5.27,Active
A207511,C105788,Premium,94609.49,2.71,Active
A207512,C105788,Savings,110952.37,5.99,Active
A207513,C105789,Current,46975.38,5.74,Dormant
A207514,C105790,Salary,54500.68,5.02,Active
A207515,C105791,Premium,91080.32,6.33,Dormant
A207516,C105792,Savings,126546.69,2.59,Dormant
A207517,C105793,Savings,202763.78,6.43,Dormant
A207518,C105793,Savings,201684.14,3.34,Active
A207519,C105794,Savings,175621.52,3.61,Active
A207520,C105795,Savings,101146.22,4.58,Active
A207521,C105795,Premium,305208.11,3.4,Active
A207522,C105796,Premium,313967.6,2.63,Dormant
A207523,C105796,Current,248171.69,4.77,Active
A207524,C105797,Salary,0.0,2.96,Active
A207525,C105798,Savings,35969.97,2.94,Active
A207526,C105799,Salary,29819.15,5.21,Active
A207527,C105800,Current,23958.48,3.3,Active
A207528,C105801,Savings,190977.02,2.83,Active
A207529,C105802,Current,35134.66,5.07,Active
A207530,C105802,Savings,36192.08,5.97,Active
A207531,C105803,Savings,201153.41,5.27,Active
A207532,C105804,Salary,98759.87,3.16,Active
A207533,C105805,Savings,286358.9,2.8,Active
A207534,C105806,Salary,98591.25,6.14,Active
A207535,C105807,Savings,104070.58,6.48,Active
A207536,C105808,Salary,165863.82,4.8,Active
A207537,C105808,Savings,131848.7,2.61,Dormant
A207538,C105809,Savings,23763.49,3.96,Dormant
A207539,C105810,Savings,32628.65,4.34,Active
A207540,C105810,Savings,105490.25,2.82,Active
A207541,C105811,Salary,56499.7,4.83,Active
A207542,C105812,Savings,71165.84,5.2,Active
A207543,C105813,Savings,54013.05,4.85,Active
A207544,C105814,Savings,103018.04,2.63,Dormant
A207545,C105815,Current,182349.25,3.16,Active
A207546,C105816,Salary,118150.91,4.61,Dormant
A207547,C105816,Salary,158437.68,2.81,Dormant
A207548,C105817,Savings,462013.49,4.17,Active
A207549,C105818,Savings,319363.72,2.78,Dormant
A207550,C105819,Salary,235653.81,6.29,Active
A207551,C105819,Savings,207837.49,3.96,Active
A207552,C105820,Savings,55342.64,3.72,Active
A207553,C105821,Savings,144022.1,5.89,Active
A207554,C105822,Savings,114631.25,4.55,Active
A207555,C105823,Savings,109347.26,6.39,Active
A207556,C105824,Salary,14087.3,2.8,Dormant
A207557,C105825,Savings,85380.26,4.36,Dormant
A207558,C105826,Savings,189978.98,4.98,Dormant
A207559,C105827,Current,201391.59,3.48,Active
A207560,C105828,Savings,112451.11,6.16,Dormant
A207561,C105829,Savings,149908.18,5.89,Active
A207562,C105830,Savings,143289.82,4.71,Dormant
A207563,C105830,Savings,89636.14,6.31,Active
A207564,C105831,Savings,74560.84,5.88,Active
A207565,C105832,Savings,340693.59,4.64,Active
A207566,C105833,Savings,278037.96,3.21,Active
A207567,C105833,Savings,88122.99,4.76,Dormant
A207568,C105834,Current,264890.06,4.78,Active
A207569,C105835,Savings,212461.01,3.93,Active
A207570,C105836,Salary,155486.95,2.85,Active
A207571,C105836,Current,70103.37,6.09,Dormant
A207572,C105837,Savings,430874.45,2.9,Active
A207573,C105837,Salary,482876.78,4.0,Active
A207574,C105838,Savings,6186.92,4.41,Active
A207575,C105839,Savings,170895.3,6.27,Dormant
A207576,C105839,Premium,361721.68,6.04,Dormant
A207577,C105840,Savings,137010.06,3.57,Active
A207578,C105840,Salary,122331.52,6.26,Active
A207579,C105841,Savings,55218.93,5.25,Active
A207580,C105841,Savings,5581.33,3.61,Active
A207581,C105842,Savings,42168.55,4.12,Active
A207582,C105843,Savings,77907.13,6.33,Active
A207583,C105844,Savings,103666.5,5.91,Active
A207584,C105845,Salary,18602.34,4.34,Dormant
A207585,C105845,Savings,39170.53,5.81,Active
A207586,C105846,Savings,397716.23,5.63,Active
A207587,C105847,Current,420376.54,5.48,Active
A207588,C105848,Savings,57172.16,5.46,Active
A207589,C105849,Savings,111532.96,3.54,Active
A207590,C105850,Savings,261173.24,4.09,Active
A207591,C105851,Savings,259767.2,5.22,Active
A207592,C105851,Salary,192010.91,5.86,Active
A207593,C105852,Salary,94972.11,2.86,Active
A207594,C105852,Savings,148392.03,4.44,Dormant
A207595,C105853,Savings,267936.79,4.77,Dormant
A207596,C105854,Savings,17107.35,5.16,Active
A207597,C105855,Premium,359874.0,3.87,Dormant
A207598,C105856,Salary,279258.88,5.51,Active
A207599,C105857,Salary,192775.88,4.0,Dormant
A207600,C105858,Salary,187531.12,2.61,Dormant
A207601,C105859,Salary,213271.56,3.75,Active
A207602,C105860,Savings,82634.94,3.18,Dormant
A207603,C105861,Savings,240885.32,3.33,Active
A207604,C105862,Salary,197758.35,3.69,Dormant
A207605,C105862,Salary,99627.37,3.48,Active
A207606,C105863,Savings,132052.4,3.94,Active
A207607,C105864,Salary,294254.9,4.28,Active
A207608,C105865,Current,201191.23,3.59,Dormant
A207609,C105866,Savings,140070.87,5.56,Active
A207610,C105867,Savings,77544.54,3.62,Active
A207611,C105868,Premium,84772.85,5.96,Active
A207612,C105868,Salary,90910.07,2.87,Dormant
A207613,C105869,Salary,73318.19,4.35,Active
A207614,C105869,Savings,160314.62,4.5,Dormant
A207615,C105870,Premium,289065.89,4.08,Dormant
A207616,C105870,Savings,126321.86,3.66,Active
A207617,C105871,Salary,199441.72,5.08,Active
A207618,C105872,Savings,128506.85,4.74,Active
A207619,C105873,Savings,36113.41,3.92,Active
A207620,C105873,Salary,57716.75,3.99,Active
A207621,C105874,Premium,112041.28,4.45,Active
A207622,C105875,Savings,130091.45,4.58,Dormant
A207623,C105876,Current,38582.11,4.79,Active
A207624,C105877,Savings,30597.72,2.59,Dormant
A207625,C105877,Savings,20841.43,5.86,Dormant
A207626,C105878,Savings,113841.45,3.19,Active
A207627,C105879,Salary,37250.19,4.23,Active
A207628,C105880,Salary,152015.52,4.23,Active
A207629,C105881,Savings,70794.84,6.33,Active
A207630,C105881,Salary,55093.9,4.85,Active
A207631,C105882,Savings,277628.18,4.31,Active
A207632,C105882,Salary,74934.26,2.91,Active
A207633,C105883,Savings,38304.54,3.13,Dormant
A207634,C105884,Premium,47572.78,3.83,Active
A207635,C105885,Salary,259695.55,4.12,Active
A207636,C105886,Savings,129814.68,5.26,Active
A207637,C105887,Savings,45299.44,5.77,Active
A207638,C105887,Savings,25648.41,4.28,Dormant
A207639,C105888,Salary,145713.39,3.97,Dormant
A207640,C105889,Savings,68708.69,6.34,Active
A207641,C105889,Savings,133191.37,2.53,Dormant
A207642,C105890,Savings,220728.83,4.94,Active
A207643,C105891,Savings,203471.32,5.69,Active
A207644,C105891,Savings,166807.93,2.69,Active
A207645,C105892,Premium,4326.38,5.78,Active
A207646,C105892,Savings,22516.22,3.66,Active
A207647,C105893,Savings,6180.28,4.13,Active
A207648,C105894,Savings,337161.31,6.15,Active
A207649,C105895,Savings,141577.84,4.22,Dormant
A207650,C105895,Savings,175482.22,3.5,Active
A207651,C105896,Savings,22794.9,4.87,Active
A207652,C105897,Salary,89025.97,3.39,Active
A207653,C105897,Salary,13852.45,5.67,Active
A207654,C105898,Premium,135831.09,5.87,Active
A207655,C105899,Savings,315616.28,4.73,Dormant
A207656,C105900,Savings,242669.9,4.47,Active
A207657,C105901,Savings,238179.55,6.33,Active
A207658,C105901,Premium,12609.28,5.59,Dormant
A207659,C105902,Salary,138922.83,3.41,Dormant
A207660,C105903,Savings,200239.82,3.84,Dormant
A207661,C105904,Savings,261630.5,4.02,Active
A207662,C105905,Savings,185820.14,3.99,Active
A207663,C105905,Savings,170600.6,5.43,Active
A207664,C105906,Savings,100367.35,5.02,Active
A207665,C105907,Salary,289917.82,5.07,Active
A207666,C105908,Savings,132050.01,3.19,Active
A207667,C105909,Savings,51600.43,3.8,Active
A207668,C105909,Savings,37333.71,6.47,Dormant
A207669,C105910,Savings,194410.58,5.71,Active
A207670,C105911,Savings,18485.18,6.2,Dormant
A207671,C105911,Savings,138932.16,4.82,Active
A207672,C105912,Savings,93777.58,2.8,Active
A207673,C105913,Savings,431644.62,6.16,Active
A207674,C105914,Savings,19149.18,4.45,Active
A207675,C105915,Salary,17668.73,4.58,Active
A207676,C105916,Premium,94443.1,3.03,Dormant
A207677,C105917,Savings,147656.46,2.65,Active
A207678,C105918,Premium,55613.18,5.4,Dormant
A207679,C105919,Current,266098.84,5.96,Active
A207680,C105920,Savings,75913.67,4.18,Active
A207681,C105921,Premium,106628.72,4.28,Dormant
A207682,C105922,Salary,184939.22,4.11,Active
A207683,C105922,Salary,222125.09,5.22,Active
A207684,C105923,Savings,304132.16,3.61,Active
A207685,C105924,Savings,117467.27,4.92,Active
A207686,C105924,Savings,284114.54,5.61,Dormant
A207687,C105925,Savings,227692.39,3.61,Active
A207688,C105926,Savings,260732.24,6.09,Active
A207689,C105926,Savings,322975.04,5.45,Active
A207690,C105927,Savings,68166.85,4.63,Active
A207691,C105927,Current,16217.7,4.86,Active
A207692,C105928,Current,10294.19,6.08,Active
A207693,C105929,Salary,55453.59,6.24,Active
A207694,C105930,Savings,120597.07,3.93,Active
A207695,C105931,Savings,40941.72,2.97,Active
A207696,C105931,Current,59808.54,5.35,Active
A207697,C105932,Premium,164219.51,3.23,Active
A207698,C105932,Savings,216810.99,6.4,Active
A207699,C105933,Savings,30108.53,3.22,Active
A207700,C105934,Salary,221653.94,2.73,Active
A207701,C105935,Salary,158880.03,3.45,Active
A207702,C105935,Salary,175775.43,4.96,Active
A207703,C105936,Savings,135919.2,3.3,Dormant
A207704,C105937,Savings,162987.54,6.22,Active
A207705,C105937,Savings,146765.48,5.75,Active
A207706,C105938,Savings,230067.1,4.57,Dormant
A207707,C105939,Savings,3549.44,2.62,Active
A207708,C105940,Salary,276838.13,4.99,Active
A207709,C105941,Savings,22096.8,5.01,Dormant
A207710,C105941,Savings,71507.19,2.68,Active
A207711,C105942,Savings,127566.89,2.72,Active
A207712,C105943,Salary,238598.53,4.32,Active
A207713,C105943,Salary,79309.44,2.53,Dormant
A207714,C105944,Premium,35063.27,5.27,Active
A207715,C105945,Salary,46214.74,6.21,Dormant
A207716,C105946,Salary,63996.02,3.49,Active
A207717,C105947,Savings,135003.87,2.5,Active
A207718,C105947,Savings,125503.41,2.96,Active
A207719,C105948,Savings,91567.6,4.75,Active
A207720,C105949,Salary,144266.61,3.56,Active
A207721,C105950,Savings,220680.55,2.67,Active
A207722,C105950,Savings,233341.63,2.88,Dormant
A207723,C105951,Savings,38918.63,3.91,Dormant
A207724,C105952,Savings,61644.45,4.17,Dormant
A207725,C105953,Salary,127315.5,4.05,Active
A207726,C105954,Savings,45689.68,3.94,Dormant
A207727,C105954,Current,42812.19,4.62,Dormant
A207728,C105955,Salary,127542.14,5.19,Active
A207729,C105956,Premium,35964.04,4.46,Active
A207730,C105957,Savings,121461.08,4.14,Active
A207731,C105958,Premium,0.0,4.59,Active
A207732,C105959,Savings,82506.9,3.47,Active
A207733,C105959,Savings,117095.33,3.86,Active
A207734,C105960,Savings,360753.6,5.8,Active
A207735,C105960,Salary,184136.63,3.12,Active
A207736,C105961,Current,195019.03,6.48,Dormant
A207737,C105961,Savings,142153.25,3.28,Dormant
A207738,C105962,Savings,131107.68,3.47,Active
A207739,C105963,Salary,571776.24,3.39,Active
A207740,C105964,Current,80769.92,4.08,Active
A207741,C105964,Salary,84547.96,5.68,Dormant
A207742,C105965,Salary,37930.95,2.52,Active
A207743,C105966,Savings,45066.76,4.42,Active
A207744,C105967,Savings,47931.99,6.46,Active
A207745,C105968,Savings,48473.53,5.15,Active
A207746,C105969,Current,29975.74,5.4,Active
A207747,C105969,Current,27170.37,3.5,Active
A207748,C105970,Savings,261382.85,2.83,Active
A207749,C105971,Savings,19242.74,6.5,Active
A207750,C105971,Premium,36932.47,3.87,Active
A207751,C105972,Salary,64134.35,4.14,Active
A207752,C105973,Salary,96699.84,2.6,Active
A207753,C105973,Salary,78916.24,4.16,Active
A207754,C105974,Salary,236686.43,6.43,Active
A207755,C105975,Salary,116004.24,3.25,Active
A207756,C105976,Savings,201473.65,3.69,Active
A207757,C105977,Savings,68138.02,4.04,Active
A207758,C105978,Current,294754.85,5.55,Active
A207759,C105979,Salary,156834.97,6.19,Active
A207760,C105979,Current,257067.06,3.14,Active
A207761,C105980,Premium,161221.43,4.95,Active
A207762,C105981,Savings,38096.47,2.96,Active
A207763,C105981,Savings,249539.53,3.19,Active
A207764,C105982,Premium,60004.02,5.96,Dormant
A207765,C105983,Savings,114623.98,2.72,Active
A207766,C105984,Premium,123548.24,5.6,Active
A207767,C105985,Savings,151391.41,5.22,Active
A207768,C105986,Current,84306.26,4.43,Active
A207769,C105986,Savings,52619.92,5.74,Active
A207770,C105987,Current,59542.23,3.37,Dormant
A207771,C105988,Salary,118287.57,4.09,Dormant
A207772,C105989,Savings,48750.52,4.44,Active
A207773,C105990,Savings,325236.62,5.92,Dormant
A207774,C105990,Current,230618.06,3.72,Active
A207775,C105991,Salary,11575.79,2.73,Active
A207776,C105992,Savings,251915.21,5.04,Active
A207777,C105992,Savings,323426.31,2.58,Dormant
A207778,C105993,Savings,225374.55,5.63,Active
A207779,C105994,Savings,51360.72,2.83,Active
A207780,C105995,Savings,137144.46,2.57,Dormant
A207781,C105996,Current,265068.29,2.5,Dormant
A207782,C105997,Savings,225033.03,6.16,Active
A207783,C105998,Current,146587.6,4.65,Active
A207784,C105998,Savings,211693.87,3.29,Active
A207785,C105999,Savings,12360.9,3.47,Active
A207786,C106000,Savings,306274.13,4.01,Active
A207787,C106000,Savings,109410.04,5.03,Active
A207788,C106001,Salary,259457.31,3.15,Active
A207789,C106002,Savings,34916.63,3.16,Dormant
A207790,C106003,Salary,173913.48,3.11,Active
A207791,C106003,Savings,59582.56,2.55,Active
A207792,C106004,Current,119365.66,3.73,Dormant
A207793,C106004,Savings,194880.18,3.41,Active
A207794,C106005,Salary,305166.79,5.81,Active
A207795,C106006,Savings,21276.08,3.85,Active
A207796,C106006,Salary,7465.99,3.21,Dormant
A207797,C106007,Salary,163867.5,4.11,Active
A207798,C106008,Savings,74416.76,5.01,Active
A207799,C106009,Salary,14900.1,5.78,Active
A207800,C106010,Premium,222776.17,3.83,Active
A207801,C106011,Savings,3013.67,5.19,Dormant
A207802,C106012,Salary,216819.52,6.25,Active
A207803,C106013,Savings,124952.22,6.15,Dormant
A207804,C106014,Savings,6971.78,5.94,Dormant
A207805,C106014,Salary,58037.81,2.58,Active
A207806,C106015,Premium,163294.22,5.19,Active
A207807,C106016,Savings,348088.78,3.21,Dormant
A207808,C106016,Salary,375731.41,5.76,Active
A207809,C106017,Savings,115204.02,4.24,Dormant
A207810,C106018,Savings,355809.68,6.4,Active
A207811,C106019,Salary,420306.76,5.19,Active
A207812,C106019,Savings,282285.4,6.18,Active
A207813,C106020,Savings,271394.19,3.57,Active
A207814,C106021,Savings,13631.87,6.08,Active
A207815,C106022,Salary,117901.3,3.82,Active
A207816,C106023,Salary,170577.84,4.0,Active
A207817,C106024,Savings,108280.09,2.68,Active
A207818,C106024,Savings,164824.65,6.25,Dormant
A207819,C106025,Premium,364658.56,4.47,Active
A207820,C106025,Savings,173811.57,5.55,Active
A207821,C106026,Savings,103573.69,3.28,Dormant
A207822,C106027,Savings,142451.12,2.61,Active
A207823,C106027,Savings,123222.68,2.75,Dormant
A207824,C106028,Salary,289453.78,4.99,Dormant
A207825,C106029,Savings,7802.92,4.13,Active
A207826,C106030,Savings,236113.97,6.38,Active
A207827,C106031,Salary,75726.47,5.05,Active
A207828,C106031,Salary,130985.0,4.92,Active
A207829,C106032,Current,167089.52,3.06,Dormant
A207830,C106032,Premium,79922.48,4.26,Active
A207831,C106033,Salary,99348.04,4.41,Active
A207832,C106034,Salary,20465.87,3.3,Dormant
A207833,C106035,Salary,30498.67,4.82,Active
A207834,C106035,Salary,13324.05,5.76,Active
A207835,C106036,Premium,123328.32,4.59,Active
A207836,C106037,Salary,126855.88,4.74,Active
A207837,C106038,Savings,81419.53,3.65,Active
A207838,C106038,Savings,66334.98,4.33,Active
A207839,C106039,Salary,92937.21,3.73,Active
A207840,C106040,Savings,34689.99,3.19,Active
A207841,C106040,Salary,33972.14,3.05,Active
A207842,C106041,Salary,123157.53,3.17,Active
A207843,C106042,Salary,249261.72,4.01,Dormant
A207844,C106043,Savings,166673.83,4.56,Dormant
A207845,C106044,Savings,196974.92,4.61,Dormant
A207846,C106045,Savings,57799.8,4.67,Active
A207847,C106046,Savings,10617.94,5.46,Active
A207848,C106047,Savings,100739.74,3.97,Dormant
A207849,C106048,Current,252612.76,3.31,Active
A207850,C106048,Savings,308067.71,3.69,Active
A207851,C106049,Salary,304794.72,3.92,Active
A207852,C106049,Savings,236451.62,6.05,Dormant
A207853,C106050,Current,106643.71,4.51,Active
A207854,C106050,Savings,76700.87,3.01,Active
A207855,C106051,Savings,166068.3,6.22,Active
A207856,C106052,Salary,45987.82,2.82,Active
A207857,C106053,Savings,54797.17,5.92,Active
A207858,C106054,Salary,180802.83,4.99,Active
A207859,C106055,Salary,239054.26,3.65,Active
A207860,C106056,Savings,195241.59,2.71,Active
A207861,C106057,Savings,37092.37,2.55,Dormant
A207862,C106058,Savings,31983.7,2.72,Active
A207863,C106059,Savings,54268.28,5.89,Active
A207864,C106059,Savings,60265.41,2.91,Active
A207865,C106060,Savings,101439.07,3.45,Active
A207866,C106060,Salary,236804.06,3.94,Active
A207867,C106061,Salary,52203.22,5.11,Dormant
A207868,C106062,Savings,98353.96,4.26,Active
A207869,C106063,Savings,42058.8,5.51,Active
A207870,C106064,Savings,258345.14,3.3,Active
A207871,C106065,Savings,144407.04,4.85,Active
A207872,C106066,Savings,40980.7,4.98,Active
A207873,C106066,Current,34156.06,2.91,Active
A207874,C106067,Savings,197102.37,4.45,Active
A207875,C106067,Salary,227049.13,3.85,Active
A207876,C106068,Salary,4468.62,5.92,Active
A207877,C106069,Savings,93053.21,5.06,Active
A207878,C106070,Premium,50699.43,5.97,Active
A207879,C106070,Salary,49948.87,5.0,Active
A207880,C106071,Savings,316681.15,5.77,Active
A207881,C106072,Current,93305.09,4.6,Active
A207882,C106072,Savings,65158.02,5.23,Active
A207883,C106073,Current,182422.29,4.13,Active
A207884,C106074,Savings,151572.85,4.53,Active
A207885,C106074,Salary,197255.63,5.68,Dormant
A207886,C106075,Savings,41739.63,6.39,Active
A207887,C106076,Salary,169966.06,5.47,Active
A207888,C106077,Savings,193306.67,5.26,Dormant
A207889,C106078,Savings,217982.26,6.12,Active
A207890,C106079,Current,179848.59,3.27,Active
A207891,C106080,Salary,98032.02,3.86,Active
A207892,C106081,Premium,165112.09,2.9,Dormant
A207893,C106082,Salary,282624.18,3.97,Dormant
A207894,C106082,Savings,35392.59,2.81,Active
A207895,C106083,Savings,307627.71,4.96,Active
A207896,C106083,Savings,76616.83,3.1,Dormant
A207897,C106084,Savings,275285.1,5.43,Dormant
A207898,C106084,Savings,321547.41,3.3,Dormant
A207899,C106085,Salary,96276.72,5.82,Dormant
A207900,C106085,Savings,2474.56,5.82,Dormant
A207901,C106086,Savings,161623.97,3.72,Active
A207902,C106087,Salary,68100.2,5.49,Active
A207903,C106088,Savings,50287.76,4.22,Active
A207904,C106089,Savings,221102.71,4.72,Dormant
A207905,C106090,Savings,11611.43,4.86,Active
A207906,C106091,Salary,173384.69,2.84,Active
A207907,C106092,Premium,103913.82,5.39,Active
A207908,C106093,Salary,48258.85,5.22,Dormant
A207909,C106093,Savings,125677.57,4.46,Active
A207910,C106094,Savings,125167.55,3.87,Active
A207911,C106094,Savings,14979.08,5.68,Active
A207912,C106095,Savings,176872.1,4.99,Active
A207913,C106096,Savings,120687.49,2.97,Active
A207914,C106097,Savings,381838.99,4.72,Dormant
A207915,C106097,Savings,351489.08,2.5,Active
A207916,C106098,Savings,194244.85,6.4,Dormant
A207917,C106099,Savings,237845.9,2.83,Active
A207918,C106099,Savings,0.0,3.33,Dormant
A207919,C106100,Savings,18379.34,4.6,Dormant
A207920,C106101,Premium,180443.93,5.52,Active
A207921,C106102,Salary,360505.47,5.05,Dormant
A207922,C106103,Salary,149738.03,5.99,Active
A207923,C106104,Salary,18803.23,4.9,Active
A207924,C106104,Savings,12377.98,5.16,Active
A207925,C106105,Savings,96051.86,4.56,Dormant
A207926,C106105,Premium,34195.56,6.19,Dormant
A207927,C106106,Salary,59898.18,4.03,Active
A207928,C106107,Current,353415.25,4.95,Active
A207929,C106108,Salary,233436.75,5.72,Active
A207930,C106109,Salary,62040.47,4.33,Dormant
A207931,C106110,Savings,24952.93,4.71,Active
A207932,C106111,Salary,188332.52,2.87,Active
A207933,C106111,Savings,139615.15,5.8,Active
A207934,C106112,Savings,149262.86,6.49,Active
A207935,C106113,Salary,145344.76,4.32,Active
A207936,C106113,Savings,169656.67,4.94,Dormant
A207937,C106114,Current,396214.86,6.22,Dormant
A207938,C106114,Savings,600395.64,2.52,Active
A207939,C106115,Salary,137844.74,4.06,Active
A207940,C106116,Savings,373927.8,3.5,Dormant
A207941,C106116,Premium,259583.7,4.28,Active
A207942,C106117,Salary,192783.28,4.88,Active
A207943,C106117,Premium,168671.05,4.69,Dormant
A207944,C106118,Savings,156299.29,6.14,Active
A207945,C106119,Savings,411705.53,4.69,Dormant
A207946,C106120,Savings,36972.16,3.3,Dormant
A207947,C106120,Savings,22466.7,3.51,Active
A207948,C106121,Premium,288814.44,6.11,Active
A207949,C106122,Salary,217623.18,2.76,Active
A207950,C106123,Savings,248151.03,4.49,Active
A207951,C106124,Current,104332.53,4.07,Active
A207952,C106125,Current,50739.09,3.31,Active
A207953,C106126,Savings,41985.88,5.23,Dormant
A207954,C106126,Premium,63308.56,2.62,Active
A207955,C106127,Savings,172428.58,4.54,Active
A207956,C106127,Premium,121161.54,3.37,Dormant
A207957,C106128,Salary,188688.35,6.06,Dormant
A207958,C106129,Savings,44797.27,4.47,Active
A207959,C106130,Savings,53092.79,6.2,Active
A207960,C106131,Savings,97551.24,3.59,Active
A207961,C106132,Savings,259950.86,5.58,Active
A207962,C106133,Salary,95352.94,5.75,Active
A207963,C106134,Savings,234155.04,5.05,Active
A207964,C106135,Savings,47027.99,4.23,Active
A207965,C106136,Salary,13576.19,2.84,Active
A207966,C106137,Salary,38552.5,3.9,Dormant
A207967,C106137,Savings,63670.42,5.98,Active
A207968,C106138,Salary,40776.5,3.55,Dormant
A207969,C106138,Savings,49931.68,6.46,Dormant
A207970,C106139,Savings,135670.2,6.12,Dormant
A207971,C106140,Salary,96495.61,3.73,Dormant
A207972,C106140,Savings,116680.19,5.59,Active
A207973,C106141,Savings,106190.21,2.92,Active
A207974,C106142,Savings,251084.33,6.22,Active
A207975,C106143,Savings,46311.42,2.78,Active
A207976,C106144,Savings,68453.73,4.26,Active
A207977,C106145,Premium,267363.4,4.27,Dormant
A207978,C106146,Savings,255714.7,2.6,Active
A207979,C106147,Savings,270878.38,4.41,Active
A207980,C106147,Premium,153064.78,4.17,Dormant
A207981,C106148,Savings,206275.02,5.79,Active
A207982,C106149,Salary,367709.44,2.64,Active
A207983,C106150,Premium,50518.69,4.25,Active
A207984,C106151,Savings,125756.62,3.22,Active
A207985,C106151,Savings,90853.37,3.88,Active
A207986,C106152,Savings,144648.3,6.08,Dormant
A207987,C106152,Savings,430025.69,3.24,Active
A207988,C106153,Savings,57063.65,3.75,Active
A207989,C106154,Savings,152813.93,5.14,Active
A207990,C106155,Savings,94924.21,4.13,Active
A207991,C106156,Savings,15989.75,4.62,Active
A207992,C106157,Salary,41573.23,3.23,Dormant
A207993,C106158,Savings,137962.47,4.46,Active
A207994,C106159,Premium,125794.5,4.54,Dormant
A207995,C106159,Savings,172434.62,5.41,Active
A207996,C106160,Salary,177354.27,5.43,Dormant
A207997,C106161,Current,190147.38,3.46,Active
A207998,C106162,Salary,223239.18,4.04,Dormant
A207999,C106163,Current,10394.71,3.04,Active
A208000,C106164,Salary,22649.87,6.27,Active
A208001,C106165,Premium,21710.99,4.28,Active
A208002,C106166,Savings,0.0,4.18,Dormant
A208003,C106166,Salary,187513.78,4.76,Dormant
A208004,C106167,Savings,58967.05,5.7,Active
A208005,C106168,Savings,516075.17,5.84,Active
A208006,C106169,Savings,58893.88,3.91,Active
A208007,C106169,Premium,61974.38,3.97,Dormant
A208008,C106170,Salary,38301.51,4.71,Active
A208009,C106171,Savings,283843.46,5.08,Dormant
A208010,C106172,Savings,119419.26,6.4,Active
A208011,C106173,Premium,101425.2,6.16,Dormant
A208012,C106174,Savings,270888.89,5.65,Active
A208013,C106175,Premium,172498.12,4.66,Active
A208014,C106176,Salary,98717.15,5.2,Active
A208015,C106177,Savings,429714.87,5.0,Active
A208016,C106177,Salary,290465.34,6.35,Active
